id_control,Descripcion_control,Id_tipo_estgia_control,Id_tipo_med_control,Id_tipo_Qcontrol,Id_valoracion_residual,id_valoracion_residual
284,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,EPP,D,284,98
285,Timbre de operatividad Circulina de operatividad,P,INH,C,285,98
286,1. Senalizacion,P,ADM,D,286,98
287,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ELI,B,287,99
288,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,P,SUS,C,288,99
289,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,INH,A,289,99
290,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,A,290,100
291,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,M,EPP,A,291,100
292,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,M,SUS,D,292,100
293,Respirador y filtros de polvo,P,ADM,A,293,101
294,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ADM,C,294,101
295,Respirador y filtros de polvo,P,EPP,D,295,101
296,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,SUS,A,296,101
297,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,EPP,D,297,101
298,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,EPP,E,298,102
299,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,ELI,D,299,103
300,Orejeras Tapones auditivos,P,SUS,C,300,103
301,Barbiquejo,P,ELI,C,301,103
302,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,A,302,104
303,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,ADM,B,303,104
304,1. Uso de herramientas adecuadas.,M,ADM,C,304,104
305,Orejeras Tapones auditivos,M,EPP,A,305,104
306,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,ADM,E,306,104
307,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,A,307,105
308,Probadores de energia Multitester Revelador de tension,M,SUS,B,308,106
309,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,EPP,D,309,106
310,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,INH,A,310,106
311,Instalacion de silenciadores en ventiladores,P,SUS,B,311,106
312,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,P,SUS,C,312,106
313,Barbiquejo,M,ADM,C,313,107
314,1. Senalizacion,M,ADM,D,314,107
315,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,SUS,E,315,108
316,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,INH,E,316,108
317,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,INH,E,317,109
318,Uso del drenaje ecologico tipo check.,P,EPP,C,318,109
319,Respirador y filtros de polvo,M,ADM,D,319,109
320,Instalacion de silenciadores en ventiladores,P,ELI,B,320,110
321,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,P,ADM,A,321,110
322,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,ELI,B,322,111
323,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,ADM,E,323,111
324,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ELI,C,324,111
325,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ADM,D,325,111
326,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,D,326,112
327,Respirador y filtros de polvo,M,SUS,B,327,112
328,Respirador y filtros de polvo,P,ADM,D,328,113
329,Instalacion de silenciadores en ventiladores,M,ADM,B,329,113
330,delimitacion de areas 2. Mantener orden y limpieza,M,EPP,C,330,114
331,Orejeras Tapones auditivos,M,ELI,A,331,114
332,Casco de Seguridad,P,SUS,A,332,114
333,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,ELI,B,333,114
334,Barbiquejo,M,ELI,A,334,115
335,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,INH,A,335,115
336,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,EPP,C,336,116
337,Instalacion de silenciadores en ventiladores,P,ELI,E,337,116
338,Desenergizar y bloquear  fuente de energia,P,ADM,D,338,117
339,kits de contingencia,P,INH,B,339,117
340,kits de contingencia,P,EPP,B,340,117
341,Timbre de operatividad Circulina de operatividad,M,EPP,B,341,117
342,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ADM,A,342,117
343,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ADM,B,343,118
344,Descripcion,P,ADM,C,344,118
345,1. Bandejas,M,EPP,D,345,119
346,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,ADM,A,346,119
347,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,P,SUS,E,347,119
348,Instalacion de silenciadores en ventiladores,P,SUS,E,348,120
349,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,SUS,A,349,121
350,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ELI,A,350,121
351,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,INH,D,351,121
352,Desenergizar y bloquear  fuente de energia,M,SUS,B,352,122
353,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,INH,A,353,122
354,guantes de cuero o anticorte.,M,ELI,D,354,122
355,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,M,ADM,A,355,122
356,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,EPP,A,356,123
357,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,C,357,123
358,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,INH,C,358,123
359,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,ELI,B,359,123
360,Zapatos de seguridad con planta de caucho o material antideslizante.,P,EPP,C,360,123
361,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,INH,C,361,124
362,Colocacion de Barreras  Solidas,P,ADM,C,362,125
363,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,EPP,E,363,125
364,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,EPP,C,364,125
365,delimitacion de areas 2. Mantener orden y limpieza,M,EPP,A,365,126
366,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,P,EPP,C,366,126
367,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,B,367,127
368,Puntos de anclaje,P,EPP,E,368,127
369,1. Bandejas,P,SUS,E,369,127
370,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ADM,C,370,127
371,Respirador con filtro de gases,P,INH,D,371,128
372,Casco de Seguridad,P,EPP,D,372,128
373,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ADM,D,373,129
374,Casco de Seguridad,P,ELI,B,374,130
375,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,INH,A,375,130
376,1. Uso de herramientas adecuadas.,P,SUS,A,376,130
377,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,EPP,E,377,131
378,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,A,378,132
379,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,ELI,A,379,132
380,cilindros de aserrin.,M,SUS,C,380,133
381,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,P,ELI,D,381,133
382,Descripcion,M,ADM,C,382,133
383,Orejeras Tapones auditivos,P,INH,A,383,133
384,Descripcion,P,ELI,E,384,133
385,1. Uso de herramientas adecuadas.,P,EPP,E,385,134
386,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ELI,A,386,134
387,1. Uso de herramientas adecuadas.,P,EPP,B,387,135
388,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,INH,D,388,135
389,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,D,389,135
390,Instalacion de silenciadores en ventiladores,P,ELI,A,390,135
391,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,P,INH,D,391,135
392,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,INH,E,392,136
393,guantes de cuero o anticorte.,P,SUS,E,393,136
394,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,INH,D,394,137
395,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,ELI,C,395,137
396,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ADM,E,396,137
397,Orejeras Tapones auditivos,P,INH,B,397,137
398,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,D,398,137
399,1. Senalizacion,P,ADM,E,399,138
400,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,B,400,139
401,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ADM,C,401,139
402,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,M,INH,E,402,139
403,Puntos de anclaje,M,INH,E,403,139
404,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,E,404,140
405,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,SUS,E,405,140
406,kits de contingencia,M,EPP,E,406,140
407,Respirador con filtro de gases,M,ADM,E,407,140
408,Extintores en Zona de trabajo,P,EPP,B,408,140
409,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ADM,E,409,141
410,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,M,ADM,D,410,142
411,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,B,411,142
412,Extintores en Zona de trabajo,M,EPP,A,412,143
413,1. Senalizacion,M,ELI,D,413,144
414,Casco de Seguridad,P,INH,C,414,144
415,Casco de Seguridad,P,EPP,D,415,144
416,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,B,416,145
417,Casco de Seguridad,M,ELI,D,417,145
418,Descripcion,P,EPP,A,418,145
419,Respirador y filtros de polvo,M,ADM,A,419,146
420,1. Senalizacion,P,ADM,B,420,146
421,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,INH,D,421,146
422,Uso del drenaje ecologico tipo check.,P,ADM,B,422,146
423,cilindros de aserrin.,P,SUS,B,423,147
424,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,ADM,A,424,148
425,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ELI,B,425,148
426,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,D,426,149
427,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,SUS,D,427,149
428,Barbiquejo,M,SUS,B,428,150
429,Descripcion,M,INH,E,429,151
430,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,C,430,151
431,guantes de cuero o anticorte.,P,EPP,B,431,152
432,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ELI,C,432,152
433,Respirador y filtros de polvo,P,EPP,A,433,152
434,Colocacion de Barreras  Solidas,M,ELI,B,434,152
435,Uso de equipos personal de proteccion anticaidas.,P,SUS,C,435,152
436,Uso del drenaje ecologico tipo check.,P,SUS,C,436,153
437,Extintores en Zona de trabajo,P,EPP,A,437,153
438,Respirador con filtro de gases,M,SUS,E,438,153
439,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,C,439,154
440,Casco de Seguridad,P,ADM,B,440,154
441,Orejeras Tapones auditivos,M,ELI,B,441,154
442,Colocacion de Barreras  Solidas,P,EPP,C,442,155
443,Orejeras Tapones auditivos,M,EPP,E,443,156
444,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ADM,A,444,156
445,Extintores en Zona de trabajo,P,ELI,E,445,156
446,Probadores de energia Multitester Revelador de tension,P,ADM,D,446,156
447,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,B,447,157
448,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,INH,C,448,157
449,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,D,449,158
450,1. PETS-UCH-MG-81.07 Inspeccion electromagnetica de cable de winche de izaje.,M,ELI,B,450,159
451,Uso de equipos personal de proteccion anticaidas.,P,ELI,B,451,159
452,1. PETS-UCH-MG-81.07 Inspeccion electromagnetica de cable de winche de izaje.,M,SUS,B,452,159
453,Uso del drenaje ecologico tipo check.,M,ADM,C,453,159
454,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,SUS,C,454,160
455,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,EPP,B,455,160
456,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,C,456,160
457,Colocacion de Barreras  Solidas,P,INH,B,457,160
458,Casco de Seguridad,P,EPP,B,458,160
459,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,E,459,161
460,Respirador con filtro de gases,P,ELI,E,460,161
461,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,ELI,D,461,161
462,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,M,ADM,B,462,162
463,Probadores de energia Multitester Revelador de tension,M,ADM,A,463,162
464,Uso del drenaje ecologico tipo check.,P,ELI,A,464,162
465,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,ELI,E,465,162
466,Casco de Seguridad,M,ADM,D,466,162
467,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ELI,C,467,163
468,1. Uso de herramientas adecuadas.,M,SUS,E,468,163
469,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,ELI,A,469,163
470,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ELI,A,470,164
471,Barbiquejo,P,EPP,B,471,164
472,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,EPP,B,472,164
473,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ADM,A,473,165
474,guantes de cuero o anticorte.,M,SUS,B,474,165
475,Uso del drenaje ecologico tipo check.,M,SUS,B,475,165
476,1. Uso de herramientas adecuadas.,M,INH,C,476,165
477,Zapatos de seguridad con planta de caucho o material antideslizante.,M,EPP,A,477,165
478,Colocacion de Barreras  Solidas,P,ELI,B,478,166
479,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,ELI,D,479,167
480,Descripcion,M,SUS,A,480,167
481,guantes de cuero o anticorte.,P,ADM,E,481,167
482,1. Uso de herramientas adecuadas.,P,EPP,D,482,168
483,delimitacion de areas 2. Mantener orden y limpieza,M,ADM,E,483,168
484,Probadores de energia Multitester Revelador de tension,M,ADM,A,484,168
485,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,EPP,D,485,168
486,guantes de cuero o anticorte.,P,EPP,E,486,168
487,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,INH,A,487,169
488,guantes de cuero o anticorte.,M,SUS,C,488,169
489,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,SUS,C,489,169
490,guantes de cuero o anticorte.,M,ELI,B,490,169
491,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,EPP,D,491,169
492,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,SUS,A,492,170
493,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,A,493,171
494,kits de contingencia,P,EPP,C,494,172
495,1. Senalizacion,M,INH,A,495,172
496,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ELI,D,496,172
497,Desenergizar y bloquear  fuente de energia,M,EPP,E,497,173
498,Extintores en Zona de trabajo,P,EPP,B,498,174
499,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,EPP,B,499,175
500,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,INH,D,500,176
501,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,C,501,176
502,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ELI,B,502,176
503,Casco de Seguridad,M,ADM,E,503,176
504,guantes de cuero o anticorte.,M,ADM,B,504,176
505,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,ADM,E,505,177
506,Zapatos de seguridad con planta de caucho o material antideslizante.,M,ELI,C,506,178
507,1. Bandejas,P,INH,A,507,178
508,Casco de Seguridad,P,EPP,C,508,178
509,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ELI,B,509,179
510,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ADM,A,510,179
511,Uso de equipos personal de proteccion anticaidas.,P,ADM,C,511,180
512,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,INH,D,512,181
513,1. Bandejas,M,SUS,B,513,181
514,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,C,514,181
515,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ADM,D,515,181
516,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,EPP,B,516,182
517,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,M,ELI,E,517,182
518,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ELI,A,518,182
519,Zapatos de seguridad con planta de caucho o material antideslizante.,P,INH,D,519,183
520,Barbiquejo,P,SUS,C,520,183
521,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,INH,A,521,183
522,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ELI,A,522,184
523,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ELI,D,523,185
524,1. Uso de herramientas adecuadas.,M,EPP,E,524,186
525,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,EPP,D,525,186
526,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,EPP,E,526,186
527,Barbiquejo,M,EPP,A,527,186
528,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,INH,B,528,186
529,Respirador con filtro de gases,P,EPP,A,529,187
530,delimitacion de areas 2. Mantener orden y limpieza,M,EPP,B,530,187
531,Extintores en Zona de trabajo,M,ADM,D,531,188
532,1. Senalizacion,P,ADM,B,532,188
533,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,INH,A,533,189
534,Orejeras Tapones auditivos,P,ELI,A,534,189
535,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,SUS,C,535,189
536,1. Uso de herramientas adecuadas.,M,ELI,A,536,189
537,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,ELI,C,537,189
538,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,SUS,E,538,190
539,Uso del drenaje ecologico tipo check.,M,ADM,A,539,191
540,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,P,SUS,A,540,191
541,1. Senalizacion,P,EPP,E,541,191
542,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,M,INH,C,542,191
543,Instalacion de silenciadores en ventiladores,P,ADM,A,543,192
