id_incidente,descripcion_incidente,fecha,criticidad,usuario_involucrado,medidas_tomadas
282,incidente de phishing detectado en correo,2024-10-16,media,ana.lopez,medidas tomadas para resolver el incidente
283,explotación de vulnerabilidad en servidor web,2024-10-28,media,juan.perez,medidas tomadas para resolver el incidente
284,explotación de vulnerabilidad en servidor web,2024-01-13,alta,ana.lopez,medidas tomadas para resolver el incidente
285,explotación de vulnerabilidad en servidor web,2024-01-12,alta,juan.perez,medidas tomadas para resolver el incidente
286,intento de acceso sospechoso a la red interna,2024-12-21,alta,pedro.juarez,medidas tomadas para resolver el incidente
287,ataque ddos en el servidor de la empresa,2024-03-14,media,,medidas tomadas para resolver el incidente
288,incidente de phishing detectado en correo,2024-05-15,baja,carlos.smith,medidas tomadas para resolver el incidente
289,acceso no autorizado a la red de administración,2024-09-09,media,carlos.smith,medidas tomadas para resolver el incidente
290,fallo en la autenticación de dos factores,2024-03-29,alta,ana.lopez,medidas tomadas para resolver el incidente
291,acceso no autorizado a base de datos,2024-08-29,media,carlos.smith,medidas tomadas para resolver el incidente
292,acceso no autorizado a la red de administración,2024-09-26,alta,,medidas tomadas para resolver el incidente
293,explotación de vulnerabilidad en servidor web,2024-10-17,media,maria.gomez,medidas tomadas para resolver el incidente
294,fallo en la autenticación de dos factores,2024-05-02,media,carlos.smith,medidas tomadas para resolver el incidente
295,ataque ddos en el servidor de la empresa,2024-03-13,alta,,medidas tomadas para resolver el incidente
296,ataque ddos en el servidor de la empresa,2024-04-01,alta,,medidas tomadas para resolver el incidente
297,fallo en la autenticación de dos factores,2024-07-17,media,maria.gomez,medidas tomadas para resolver el incidente
298,fallo en la autenticación de dos factores,2024-08-04,baja,maria.gomez,medidas tomadas para resolver el incidente
299,problema en el sistema de autenticación,2024-08-12,baja,juan.perez,medidas tomadas para resolver el incidente
300,explotación de vulnerabilidad en servidor web,2024-04-25,baja,juan.perez,medidas tomadas para resolver el incidente
301,ataque ddos en el servidor de la empresa,2024-03-25,media,laura.martinez,medidas tomadas para resolver el incidente
302,problema en el sistema de autenticación,2024-11-02,baja,juan.perez,medidas tomadas para resolver el incidente
303,fallo en la autenticación de dos factores,2024-09-14,media,carlos.smith,medidas tomadas para resolver el incidente
304,acceso no autorizado a la red de administración,2024-01-03,alta,juan.perez,medidas tomadas para resolver el incidente
305,explotación de vulnerabilidad en servidor web,2024-12-18,media,juan.perez,medidas tomadas para resolver el incidente
306,explotación de vulnerabilidad en servidor web,2024-08-13,alta,maria.gomez,medidas tomadas para resolver el incidente
307,problema en el sistema de autenticación,2024-07-08,alta,carlos.smith,medidas tomadas para resolver el incidente
308,acceso no autorizado a base de datos,2024-10-16,baja,laura.martinez,medidas tomadas para resolver el incidente
309,ataque ddos en el servidor de la empresa,2024-06-28,baja,jose.rodriguez,medidas tomadas para resolver el incidente
310,ataque ddos en el servidor de la empresa,2024-07-02,baja,jose.rodriguez,medidas tomadas para resolver el incidente
311,fallo en la autenticación de dos factores,2024-01-09,media,jose.rodriguez,medidas tomadas para resolver el incidente
312,incidente de phishing detectado en correo,2024-05-05,baja,ana.lopez,medidas tomadas para resolver el incidente
313,problema en el sistema de autenticación,2024-12-20,media,ana.lopez,medidas tomadas para resolver el incidente
314,acceso no autorizado a la red de administración,2024-12-23,alta,maria.gomez,medidas tomadas para resolver el incidente
315,intento de acceso sospechoso a la red interna,2024-07-04,alta,maria.gomez,medidas tomadas para resolver el incidente
316,incidente de phishing detectado en correo,2024-02-17,media,juan.perez,medidas tomadas para resolver el incidente
317,problema en el sistema de autenticación,2024-04-25,media,carlos.smith,medidas tomadas para resolver el incidente
318,acceso no autorizado a la red de administración,2024-04-18,media,,medidas tomadas para resolver el incidente
319,incidente de phishing detectado en correo,2024-01-03,alta,laura.martinez,medidas tomadas para resolver el incidente
320,fallo en la autenticación de dos factores,2024-10-16,media,jose.rodriguez,medidas tomadas para resolver el incidente
321,intento de acceso sospechoso a la red interna,2024-08-25,media,,medidas tomadas para resolver el incidente
322,problema en el sistema de autenticación,2024-07-20,baja,maria.gomez,medidas tomadas para resolver el incidente
323,acceso no autorizado a base de datos,2024-12-18,baja,pedro.juarez,medidas tomadas para resolver el incidente
324,acceso no autorizado a la red de administración,2024-12-10,media,carlos.smith,medidas tomadas para resolver el incidente
325,explotación de vulnerabilidad en servidor web,2024-06-04,alta,ana.lopez,medidas tomadas para resolver el incidente
326,explotación de vulnerabilidad en servidor web,2024-09-05,baja,,medidas tomadas para resolver el incidente
327,ataque ddos en el servidor de la empresa,2024-02-23,baja,pedro.juarez,medidas tomadas para resolver el incidente
328,acceso no autorizado a la red de administración,2024-10-03,media,carlos.smith,medidas tomadas para resolver el incidente
329,fallo en la autenticación de dos factores,2024-02-01,baja,,medidas tomadas para resolver el incidente
330,acceso no autorizado a la red de administración,2024-07-09,baja,carlos.smith,medidas tomadas para resolver el incidente
331,explotación de vulnerabilidad en servidor web,2024-08-19,alta,ana.lopez,medidas tomadas para resolver el incidente
332,incidente de phishing detectado en correo,2024-07-09,media,juan.perez,medidas tomadas para resolver el incidente
333,fallo en la autenticación de dos factores,2024-06-22,alta,,medidas tomadas para resolver el incidente
334,incidente de phishing detectado en correo,2024-04-11,media,maria.gomez,medidas tomadas para resolver el incidente
335,fallo en la autenticación de dos factores,2024-03-03,alta,maria.gomez,medidas tomadas para resolver el incidente
336,incidente de phishing detectado en correo,2024-09-25,baja,juan.perez,medidas tomadas para resolver el incidente
337,intento de acceso sospechoso a la red interna,2024-01-23,alta,juan.perez,medidas tomadas para resolver el incidente
338,acceso no autorizado a base de datos,2024-07-24,baja,,medidas tomadas para resolver el incidente
339,acceso no autorizado a la red de administración,2024-06-22,alta,ana.lopez,medidas tomadas para resolver el incidente
340,problema en el sistema de autenticación,2024-12-26,alta,laura.martinez,medidas tomadas para resolver el incidente
341,ataque ddos en el servidor de la empresa,2024-07-24,media,pedro.juarez,medidas tomadas para resolver el incidente
342,explotación de vulnerabilidad en servidor web,2024-12-13,baja,maria.gomez,medidas tomadas para resolver el incidente
343,explotación de vulnerabilidad en servidor web,2024-10-03,media,jose.rodriguez,medidas tomadas para resolver el incidente
344,intento de acceso sospechoso a la red interna,2024-05-14,baja,,medidas tomadas para resolver el incidente
345,acceso no autorizado a base de datos,2024-09-12,alta,,medidas tomadas para resolver el incidente
346,fallo en la autenticación de dos factores,2024-04-17,media,ana.lopez,medidas tomadas para resolver el incidente
347,ataque ddos en el servidor de la empresa,2024-07-12,media,,medidas tomadas para resolver el incidente
348,problema en el sistema de autenticación,2024-10-31,alta,carlos.smith,medidas tomadas para resolver el incidente
349,acceso no autorizado a base de datos,2024-08-22,alta,pedro.juarez,medidas tomadas para resolver el incidente
350,incidente de phishing detectado en correo,2024-08-14,alta,juan.perez,medidas tomadas para resolver el incidente
351,acceso no autorizado a la red de administración,2024-05-24,media,juan.perez,medidas tomadas para resolver el incidente
352,incidente de phishing detectado en correo,2024-08-11,media,carlos.smith,medidas tomadas para resolver el incidente
353,problema en el sistema de autenticación,2024-06-13,alta,laura.martinez,medidas tomadas para resolver el incidente
354,acceso no autorizado a la red de administración,2024-04-25,alta,pedro.juarez,medidas tomadas para resolver el incidente
355,explotación de vulnerabilidad en servidor web,2024-01-25,alta,carlos.smith,medidas tomadas para resolver el incidente
356,acceso no autorizado a la red de administración,2024-11-29,baja,jose.rodriguez,medidas tomadas para resolver el incidente
357,acceso no autorizado a la red de administración,2024-07-21,media,laura.martinez,medidas tomadas para resolver el incidente
358,incidente de phishing detectado en correo,2024-08-23,media,laura.martinez,medidas tomadas para resolver el incidente
359,problema en el sistema de autenticación,2024-04-20,alta,maria.gomez,medidas tomadas para resolver el incidente
360,acceso no autorizado a base de datos,2024-10-26,media,pedro.juarez,medidas tomadas para resolver el incidente
361,incidente de phishing detectado en correo,2024-11-13,alta,carlos.smith,medidas tomadas para resolver el incidente
362,intento de acceso sospechoso a la red interna,2024-12-15,media,laura.martinez,medidas tomadas para resolver el incidente
363,intento de acceso sospechoso a la red interna,2024-07-25,media,,medidas tomadas para resolver el incidente
364,fallo en la autenticación de dos factores,2024-09-07,media,,medidas tomadas para resolver el incidente
365,problema en el sistema de autenticación,2024-05-28,baja,carlos.smith,medidas tomadas para resolver el incidente
366,explotación de vulnerabilidad en servidor web,2024-05-08,media,jose.rodriguez,medidas tomadas para resolver el incidente
367,acceso no autorizado a la red de administración,2024-01-01,alta,jose.rodriguez,medidas tomadas para resolver el incidente
368,ataque ddos en el servidor de la empresa,2024-06-08,baja,maria.gomez,medidas tomadas para resolver el incidente
369,incidente de phishing detectado en correo,2024-08-20,alta,,medidas tomadas para resolver el incidente
370,incidente de phishing detectado en correo,2024-10-09,media,ana.lopez,medidas tomadas para resolver el incidente
371,problema en el sistema de autenticación,2024-02-28,alta,,medidas tomadas para resolver el incidente
372,ataque ddos en el servidor de la empresa,2024-07-03,baja,carlos.smith,medidas tomadas para resolver el incidente
373,intento de acceso sospechoso a la red interna,2024-04-08,alta,pedro.juarez,medidas tomadas para resolver el incidente
374,incidente de phishing detectado en correo,2024-12-20,media,jose.rodriguez,medidas tomadas para resolver el incidente
375,acceso no autorizado a la red de administración,2024-09-12,alta,ana.lopez,medidas tomadas para resolver el incidente
376,intento de acceso sospechoso a la red interna,2024-01-06,alta,ana.lopez,medidas tomadas para resolver el incidente
377,acceso no autorizado a la red de administración,2024-01-19,media,juan.perez,medidas tomadas para resolver el incidente
378,explotación de vulnerabilidad en servidor web,2024-06-12,alta,pedro.juarez,medidas tomadas para resolver el incidente
379,ataque ddos en el servidor de la empresa,2024-08-12,media,,medidas tomadas para resolver el incidente
380,explotación de vulnerabilidad en servidor web,2024-05-02,media,juan.perez,medidas tomadas para resolver el incidente
381,acceso no autorizado a base de datos,2024-11-23,alta,laura.martinez,medidas tomadas para resolver el incidente
382,acceso no autorizado a base de datos,2024-11-19,baja,juan.perez,medidas tomadas para resolver el incidente
383,acceso no autorizado a base de datos,2024-10-24,alta,maria.gomez,medidas tomadas para resolver el incidente
384,acceso no autorizado a la red de administración,2024-03-15,alta,jose.rodriguez,medidas tomadas para resolver el incidente
385,ataque ddos en el servidor de la empresa,2024-10-29,baja,,medidas tomadas para resolver el incidente
386,acceso no autorizado a la red de administración,2024-09-09,alta,,medidas tomadas para resolver el incidente
387,intento de acceso sospechoso a la red interna,2024-07-12,baja,jose.rodriguez,medidas tomadas para resolver el incidente
388,intento de acceso sospechoso a la red interna,2024-11-08,baja,pedro.juarez,medidas tomadas para resolver el incidente
389,intento de acceso sospechoso a la red interna,2024-11-04,baja,maria.gomez,medidas tomadas para resolver el incidente
390,fallo en la autenticación de dos factores,2024-06-07,alta,pedro.juarez,medidas tomadas para resolver el incidente
391,ataque ddos en el servidor de la empresa,2024-10-30,baja,maria.gomez,medidas tomadas para resolver el incidente
392,intento de acceso sospechoso a la red interna,2024-05-21,alta,carlos.smith,medidas tomadas para resolver el incidente
393,problema en el sistema de autenticación,2024-09-24,media,laura.martinez,medidas tomadas para resolver el incidente
394,problema en el sistema de autenticación,2024-11-04,media,pedro.juarez,medidas tomadas para resolver el incidente
395,ataque ddos en el servidor de la empresa,2024-06-03,alta,laura.martinez,medidas tomadas para resolver el incidente
396,problema en el sistema de autenticación,2024-04-06,baja,,medidas tomadas para resolver el incidente
397,intento de acceso sospechoso a la red interna,2024-09-15,media,pedro.juarez,medidas tomadas para resolver el incidente
398,ataque ddos en el servidor de la empresa,2024-08-03,baja,maria.gomez,medidas tomadas para resolver el incidente
399,fallo en la autenticación de dos factores,2024-01-15,alta,pedro.juarez,medidas tomadas para resolver el incidente
400,ataque ddos en el servidor de la empresa,2024-01-09,alta,jose.rodriguez,medidas tomadas para resolver el incidente
401,explotación de vulnerabilidad en servidor web,2024-06-21,baja,laura.martinez,medidas tomadas para resolver el incidente
402,acceso no autorizado a base de datos,2024-10-09,media,pedro.juarez,medidas tomadas para resolver el incidente
403,explotación de vulnerabilidad en servidor web,2024-12-22,baja,,medidas tomadas para resolver el incidente
404,explotación de vulnerabilidad en servidor web,2024-12-17,baja,,medidas tomadas para resolver el incidente
405,incidente de phishing detectado en correo,2024-04-03,media,ana.lopez,medidas tomadas para resolver el incidente
406,acceso no autorizado a base de datos,2024-11-23,media,,medidas tomadas para resolver el incidente
407,ataque ddos en el servidor de la empresa,2024-07-16,alta,,medidas tomadas para resolver el incidente
408,acceso no autorizado a la red de administración,2024-06-25,alta,ana.lopez,medidas tomadas para resolver el incidente
409,explotación de vulnerabilidad en servidor web,2024-07-08,baja,juan.perez,medidas tomadas para resolver el incidente
410,acceso no autorizado a base de datos,2024-09-12,media,juan.perez,medidas tomadas para resolver el incidente
411,problema en el sistema de autenticación,2024-08-02,alta,carlos.smith,medidas tomadas para resolver el incidente
412,acceso no autorizado a base de datos,2024-05-13,alta,,medidas tomadas para resolver el incidente
413,acceso no autorizado a base de datos,2024-09-06,media,carlos.smith,medidas tomadas para resolver el incidente
414,acceso no autorizado a base de datos,2024-02-29,media,juan.perez,medidas tomadas para resolver el incidente
415,acceso no autorizado a base de datos,2024-06-08,media,jose.rodriguez,medidas tomadas para resolver el incidente
416,incidente de phishing detectado en correo,2024-09-20,alta,jose.rodriguez,medidas tomadas para resolver el incidente
417,problema en el sistema de autenticación,2024-09-16,alta,jose.rodriguez,medidas tomadas para resolver el incidente
418,intento de acceso sospechoso a la red interna,2024-06-22,baja,laura.martinez,medidas tomadas para resolver el incidente
419,explotación de vulnerabilidad en servidor web,2024-03-06,media,juan.perez,medidas tomadas para resolver el incidente
420,fallo en la autenticación de dos factores,2024-05-16,media,,medidas tomadas para resolver el incidente
421,explotación de vulnerabilidad en servidor web,2024-06-14,alta,,medidas tomadas para resolver el incidente
422,problema en el sistema de autenticación,2024-05-31,media,,medidas tomadas para resolver el incidente
423,problema en el sistema de autenticación,2024-09-12,baja,juan.perez,medidas tomadas para resolver el incidente
424,acceso no autorizado a base de datos,2024-08-22,baja,laura.martinez,medidas tomadas para resolver el incidente
425,ataque ddos en el servidor de la empresa,2024-08-25,baja,carlos.smith,medidas tomadas para resolver el incidente
426,acceso no autorizado a base de datos,2024-11-11,baja,,medidas tomadas para resolver el incidente
427,intento de acceso sospechoso a la red interna,2024-11-04,alta,pedro.juarez,medidas tomadas para resolver el incidente
428,problema en el sistema de autenticación,2024-11-03,baja,maria.gomez,medidas tomadas para resolver el incidente
429,problema en el sistema de autenticación,2024-09-21,alta,jose.rodriguez,medidas tomadas para resolver el incidente
430,fallo en la autenticación de dos factores,2024-01-26,media,laura.martinez,medidas tomadas para resolver el incidente
431,acceso no autorizado a base de datos,2024-04-22,media,jose.rodriguez,medidas tomadas para resolver el incidente
432,intento de acceso sospechoso a la red interna,2024-12-17,media,juan.perez,medidas tomadas para resolver el incidente
433,explotación de vulnerabilidad en servidor web,2024-07-16,media,,medidas tomadas para resolver el incidente
434,incidente de phishing detectado en correo,2024-07-14,media,jose.rodriguez,medidas tomadas para resolver el incidente
435,acceso no autorizado a la red de administración,2024-12-05,alta,carlos.smith,medidas tomadas para resolver el incidente
436,acceso no autorizado a la red de administración,2024-11-08,alta,maria.gomez,medidas tomadas para resolver el incidente
437,fallo en la autenticación de dos factores,2024-06-06,alta,pedro.juarez,medidas tomadas para resolver el incidente
438,incidente de phishing detectado en correo,2024-09-05,media,carlos.smith,medidas tomadas para resolver el incidente
439,explotación de vulnerabilidad en servidor web,2024-07-21,alta,maria.gomez,medidas tomadas para resolver el incidente
440,acceso no autorizado a la red de administración,2024-04-26,alta,jose.rodriguez,medidas tomadas para resolver el incidente
441,fallo en la autenticación de dos factores,2024-10-24,alta,,medidas tomadas para resolver el incidente
442,problema en el sistema de autenticación,2024-02-03,alta,,medidas tomadas para resolver el incidente
443,intento de acceso sospechoso a la red interna,2024-12-28,baja,jose.rodriguez,medidas tomadas para resolver el incidente
444,fallo en la autenticación de dos factores,2024-08-25,alta,carlos.smith,medidas tomadas para resolver el incidente
445,acceso no autorizado a la red de administración,2024-01-11,baja,maria.gomez,medidas tomadas para resolver el incidente
446,acceso no autorizado a base de datos,2024-04-24,baja,ana.lopez,medidas tomadas para resolver el incidente
447,problema en el sistema de autenticación,2024-08-05,media,jose.rodriguez,medidas tomadas para resolver el incidente
448,ataque ddos en el servidor de la empresa,2024-03-18,baja,laura.martinez,medidas tomadas para resolver el incidente
449,problema en el sistema de autenticación,2024-04-14,media,maria.gomez,medidas tomadas para resolver el incidente
450,problema en el sistema de autenticación,2024-10-22,baja,juan.perez,medidas tomadas para resolver el incidente
451,fallo en la autenticación de dos factores,2024-05-14,media,pedro.juarez,medidas tomadas para resolver el incidente
452,incidente de phishing detectado en correo,2024-05-22,baja,,medidas tomadas para resolver el incidente
453,problema en el sistema de autenticación,2024-01-08,media,,medidas tomadas para resolver el incidente
454,intento de acceso sospechoso a la red interna,2024-11-26,baja,ana.lopez,medidas tomadas para resolver el incidente
455,acceso no autorizado a base de datos,2024-12-09,alta,juan.perez,medidas tomadas para resolver el incidente
456,acceso no autorizado a base de datos,2024-08-23,alta,,medidas tomadas para resolver el incidente
457,problema en el sistema de autenticación,2024-07-14,baja,pedro.juarez,medidas tomadas para resolver el incidente
458,acceso no autorizado a base de datos,2024-05-12,alta,carlos.smith,medidas tomadas para resolver el incidente
459,intento de acceso sospechoso a la red interna,2024-04-10,media,ana.lopez,medidas tomadas para resolver el incidente
460,acceso no autorizado a base de datos,2024-08-26,baja,,medidas tomadas para resolver el incidente
461,intento de acceso sospechoso a la red interna,2024-03-04,baja,pedro.juarez,medidas tomadas para resolver el incidente
462,ataque ddos en el servidor de la empresa,2024-08-26,media,maria.gomez,medidas tomadas para resolver el incidente
463,intento de acceso sospechoso a la red interna,2024-03-25,alta,,medidas tomadas para resolver el incidente
464,problema en el sistema de autenticación,2024-07-04,alta,jose.rodriguez,medidas tomadas para resolver el incidente
465,problema en el sistema de autenticación,2024-06-10,media,carlos.smith,medidas tomadas para resolver el incidente
466,intento de acceso sospechoso a la red interna,2024-01-22,baja,juan.perez,medidas tomadas para resolver el incidente
467,fallo en la autenticación de dos factores,2024-11-24,baja,ana.lopez,medidas tomadas para resolver el incidente
468,problema en el sistema de autenticación,2024-01-15,media,carlos.smith,medidas tomadas para resolver el incidente
469,problema en el sistema de autenticación,2024-01-28,baja,pedro.juarez,medidas tomadas para resolver el incidente
470,incidente de phishing detectado en correo,2024-03-26,media,jose.rodriguez,medidas tomadas para resolver el incidente
471,problema en el sistema de autenticación,2024-03-25,alta,,medidas tomadas para resolver el incidente
472,ataque ddos en el servidor de la empresa,2024-10-29,baja,laura.martinez,medidas tomadas para resolver el incidente
473,problema en el sistema de autenticación,2024-12-27,baja,maria.gomez,medidas tomadas para resolver el incidente
474,intento de acceso sospechoso a la red interna,2024-04-29,media,,medidas tomadas para resolver el incidente
475,problema en el sistema de autenticación,2024-09-11,media,juan.perez,medidas tomadas para resolver el incidente
476,fallo en la autenticación de dos factores,2024-11-16,baja,jose.rodriguez,medidas tomadas para resolver el incidente
477,fallo en la autenticación de dos factores,2024-01-08,media,laura.martinez,medidas tomadas para resolver el incidente
478,ataque ddos en el servidor de la empresa,2024-02-28,alta,juan.perez,medidas tomadas para resolver el incidente
479,explotación de vulnerabilidad en servidor web,2024-09-12,baja,maria.gomez,medidas tomadas para resolver el incidente
480,problema en el sistema de autenticación,2024-07-10,media,maria.gomez,medidas tomadas para resolver el incidente
481,explotación de vulnerabilidad en servidor web,2024-11-14,alta,,medidas tomadas para resolver el incidente
482,ataque ddos en el servidor de la empresa,2024-07-28,alta,,medidas tomadas para resolver el incidente
483,incidente de phishing detectado en correo,2024-09-26,baja,juan.perez,medidas tomadas para resolver el incidente
484,intento de acceso sospechoso a la red interna,2024-04-14,alta,carlos.smith,medidas tomadas para resolver el incidente
485,fallo en la autenticación de dos factores,2024-03-10,alta,pedro.juarez,medidas tomadas para resolver el incidente
486,acceso no autorizado a base de datos,2024-09-05,media,pedro.juarez,medidas tomadas para resolver el incidente
487,ataque ddos en el servidor de la empresa,2024-04-30,alta,jose.rodriguez,medidas tomadas para resolver el incidente
488,incidente de phishing detectado en correo,2024-06-01,baja,laura.martinez,medidas tomadas para resolver el incidente
489,intento de acceso sospechoso a la red interna,2024-12-05,alta,,medidas tomadas para resolver el incidente
490,incidente de phishing detectado en correo,2024-09-18,alta,pedro.juarez,medidas tomadas para resolver el incidente
491,explotación de vulnerabilidad en servidor web,2024-01-16,alta,carlos.smith,medidas tomadas para resolver el incidente
492,intento de acceso sospechoso a la red interna,2024-05-28,media,jose.rodriguez,medidas tomadas para resolver el incidente
493,acceso no autorizado a la red de administración,2024-02-10,baja,carlos.smith,medidas tomadas para resolver el incidente
494,problema en el sistema de autenticación,2024-08-17,alta,,medidas tomadas para resolver el incidente
495,intento de acceso sospechoso a la red interna,2024-02-21,media,ana.lopez,medidas tomadas para resolver el incidente
496,intento de acceso sospechoso a la red interna,2024-02-26,alta,carlos.smith,medidas tomadas para resolver el incidente
497,problema en el sistema de autenticación,2024-07-27,baja,pedro.juarez,medidas tomadas para resolver el incidente
498,incidente de phishing detectado en correo,2024-10-26,media,carlos.smith,medidas tomadas para resolver el incidente
499,explotación de vulnerabilidad en servidor web,2024-07-11,baja,laura.martinez,medidas tomadas para resolver el incidente
500,acceso no autorizado a la red de administración,2024-03-09,media,carlos.smith,medidas tomadas para resolver el incidente
501,acceso no autorizado a la red de administración,2024-02-15,media,,medidas tomadas para resolver el incidente
502,acceso no autorizado a base de datos,2024-12-15,media,,medidas tomadas para resolver el incidente
503,acceso no autorizado a base de datos,2024-05-31,media,carlos.smith,medidas tomadas para resolver el incidente
504,intento de acceso sospechoso a la red interna,2024-12-23,alta,laura.martinez,medidas tomadas para resolver el incidente
505,acceso no autorizado a la red de administración,2024-09-06,baja,juan.perez,medidas tomadas para resolver el incidente
506,fallo en la autenticación de dos factores,2024-04-24,baja,jose.rodriguez,medidas tomadas para resolver el incidente
507,problema en el sistema de autenticación,2024-08-27,media,jose.rodriguez,medidas tomadas para resolver el incidente
508,acceso no autorizado a la red de administración,2024-02-27,baja,jose.rodriguez,medidas tomadas para resolver el incidente
509,problema en el sistema de autenticación,2024-10-23,alta,pedro.juarez,medidas tomadas para resolver el incidente
510,problema en el sistema de autenticación,2024-10-26,alta,ana.lopez,medidas tomadas para resolver el incidente
511,acceso no autorizado a base de datos,2024-10-30,media,jose.rodriguez,medidas tomadas para resolver el incidente
512,problema en el sistema de autenticación,2024-02-10,media,jose.rodriguez,medidas tomadas para resolver el incidente
513,acceso no autorizado a la red de administración,2024-04-06,alta,,medidas tomadas para resolver el incidente
514,ataque ddos en el servidor de la empresa,2024-05-10,alta,juan.perez,medidas tomadas para resolver el incidente
515,intento de acceso sospechoso a la red interna,2024-11-19,media,maria.gomez,medidas tomadas para resolver el incidente
516,incidente de phishing detectado en correo,2024-03-08,alta,ana.lopez,medidas tomadas para resolver el incidente
517,fallo en la autenticación de dos factores,2024-04-18,media,,medidas tomadas para resolver el incidente
518,ataque ddos en el servidor de la empresa,2024-05-28,alta,juan.perez,medidas tomadas para resolver el incidente
519,acceso no autorizado a la red de administración,2024-08-25,alta,laura.martinez,medidas tomadas para resolver el incidente
520,fallo en la autenticación de dos factores,2024-09-12,baja,pedro.juarez,medidas tomadas para resolver el incidente
521,acceso no autorizado a base de datos,2024-09-04,alta,ana.lopez,medidas tomadas para resolver el incidente
522,intento de acceso sospechoso a la red interna,2024-08-25,alta,laura.martinez,medidas tomadas para resolver el incidente
523,explotación de vulnerabilidad en servidor web,2024-08-26,alta,ana.lopez,medidas tomadas para resolver el incidente
524,ataque ddos en el servidor de la empresa,2024-02-11,baja,ana.lopez,medidas tomadas para resolver el incidente
525,ataque ddos en el servidor de la empresa,2024-05-04,media,laura.martinez,medidas tomadas para resolver el incidente
526,incidente de phishing detectado en correo,2024-09-26,baja,ana.lopez,medidas tomadas para resolver el incidente
527,ataque ddos en el servidor de la empresa,2024-12-13,baja,juan.perez,medidas tomadas para resolver el incidente
528,fallo en la autenticación de dos factores,2024-06-21,media,,medidas tomadas para resolver el incidente
529,fallo en la autenticación de dos factores,2024-05-11,media,,medidas tomadas para resolver el incidente
530,problema en el sistema de autenticación,2024-07-23,alta,,medidas tomadas para resolver el incidente
531,incidente de phishing detectado en correo,2024-07-21,baja,ana.lopez,medidas tomadas para resolver el incidente
532,fallo en la autenticación de dos factores,2024-10-20,baja,carlos.smith,medidas tomadas para resolver el incidente
533,acceso no autorizado a base de datos,2024-07-02,media,pedro.juarez,medidas tomadas para resolver el incidente
534,fallo en la autenticación de dos factores,2024-05-02,alta,pedro.juarez,medidas tomadas para resolver el incidente
535,explotación de vulnerabilidad en servidor web,2024-10-13,baja,juan.perez,medidas tomadas para resolver el incidente
536,problema en el sistema de autenticación,2024-05-07,alta,maria.gomez,medidas tomadas para resolver el incidente
537,explotación de vulnerabilidad en servidor web,2024-05-08,alta,,medidas tomadas para resolver el incidente
538,fallo en la autenticación de dos factores,2024-08-02,alta,jose.rodriguez,medidas tomadas para resolver el incidente
539,problema en el sistema de autenticación,2024-04-06,alta,jose.rodriguez,medidas tomadas para resolver el incidente
540,intento de acceso sospechoso a la red interna,2024-08-06,alta,jose.rodriguez,medidas tomadas para resolver el incidente
541,incidente de phishing detectado en correo,2024-10-29,media,juan.perez,medidas tomadas para resolver el incidente
542,fallo en la autenticación de dos factores,2024-09-27,media,juan.perez,medidas tomadas para resolver el incidente
543,intento de acceso sospechoso a la red interna,2024-08-07,baja,juan.perez,medidas tomadas para resolver el incidente
544,fallo en la autenticación de dos factores,2024-09-16,baja,pedro.juarez,medidas tomadas para resolver el incidente
545,acceso no autorizado a la red de administración,2024-03-09,baja,jose.rodriguez,medidas tomadas para resolver el incidente
546,problema en el sistema de autenticación,2024-06-18,media,,medidas tomadas para resolver el incidente
547,fallo en la autenticación de dos factores,2024-05-08,baja,pedro.juarez,medidas tomadas para resolver el incidente
548,problema en el sistema de autenticación,2024-06-16,baja,ana.lopez,medidas tomadas para resolver el incidente
549,incidente de phishing detectado en correo,2024-08-02,baja,laura.martinez,medidas tomadas para resolver el incidente
550,fallo en la autenticación de dos factores,2024-11-29,alta,pedro.juarez,medidas tomadas para resolver el incidente
551,fallo en la autenticación de dos factores,2024-08-21,baja,juan.perez,medidas tomadas para resolver el incidente
552,problema en el sistema de autenticación,2024-08-18,baja,pedro.juarez,medidas tomadas para resolver el incidente
553,fallo en la autenticación de dos factores,2024-09-09,media,pedro.juarez,medidas tomadas para resolver el incidente
554,fallo en la autenticación de dos factores,2024-09-21,baja,jose.rodriguez,medidas tomadas para resolver el incidente
555,problema en el sistema de autenticación,2024-07-17,baja,,medidas tomadas para resolver el incidente
556,acceso no autorizado a base de datos,2024-03-09,alta,maria.gomez,medidas tomadas para resolver el incidente
557,intento de acceso sospechoso a la red interna,2024-01-24,alta,laura.martinez,medidas tomadas para resolver el incidente
558,problema en el sistema de autenticación,2024-10-15,baja,,medidas tomadas para resolver el incidente
559,incidente de phishing detectado en correo,2024-01-28,baja,laura.martinez,medidas tomadas para resolver el incidente
560,ataque ddos en el servidor de la empresa,2024-03-28,media,maria.gomez,medidas tomadas para resolver el incidente
561,intento de acceso sospechoso a la red interna,2024-05-05,media,juan.perez,medidas tomadas para resolver el incidente
562,fallo en la autenticación de dos factores,2024-10-14,baja,,medidas tomadas para resolver el incidente
563,explotación de vulnerabilidad en servidor web,2024-07-02,alta,carlos.smith,medidas tomadas para resolver el incidente
564,ataque ddos en el servidor de la empresa,2024-01-27,media,,medidas tomadas para resolver el incidente
565,fallo en la autenticación de dos factores,2024-02-11,baja,ana.lopez,medidas tomadas para resolver el incidente
566,intento de acceso sospechoso a la red interna,2024-05-03,media,laura.martinez,medidas tomadas para resolver el incidente
