Id_Sesion,Id_autenticacion,Estado_sesion,Direccion_mac,Tipo_Dispositivo,Fecha_Hora_sospecha,Direccion_ip,Ubicacion,Acciones_tomadas
223,223,3,0C:C1:02:53:B2:F4,PC,2024-01-01 11:07:36,192.168.0.168,Ubicacion_27,Accion_4
224,224,2,0D:BE:E3:65:3F:67,PC,2024-01-01 11:27:58,192.168.0.197,Ubicacion_46,Accion_2
225,225,1,AC:65:41:00:EF:54,Smartphone,2024-01-01 12:12:27,192.168.0.73,Ubicacion_21,Accion_3
226,226,3,C2:35:7D:67:51:7F,Smartphone,2024-01-01 10:49:35,192.168.0.155,Ubicacion_13,Accion_3
227,227,1,C8:76:84:C7:E6:20,Smartphone,2024-01-01 09:51:57,192.168.0.210,Ubicacion_3,Accion_2
228,228,2,3D:50:63:1A:8F:27,PC,2024-01-01 02:21:36,192.168.0.188,Ubicacion_3,Accion_5
229,229,3,85:9D:04:1B:B5:1C,Smartphone,2024-01-01 23:39:30,192.168.0.179,Ubicacion_45,Accion_5
230,230,1,59:42:7A:B2:AE:8B,Smartphone,2024-01-01 00:39:08,192.168.0.183,Ubicacion_21,Accion_3
231,231,2,D7:5B:FE:B9:59:90,PC,2024-01-01 03:30:51,192.168.0.58,Ubicacion_43,Accion_1
232,232,2,A4:72:BA:F7:1D:67,PC,2024-01-01 21:12:14,192.168.0.2,Ubicacion_50,Accion_1
233,233,3,4D:BA:42:34:11:60,Smartphone,2024-01-01 12:54:58,192.168.0.41,Ubicacion_31,Accion_3
234,234,1,5C:BE:60:F3:22:34,Tablet,2024-01-01 02:24:06,192.168.0.158,Ubicacion_15,Accion_4
235,235,2,CA:A0:D6:EC:67:C6,Tablet,2024-01-01 12:04:29,192.168.0.243,Ubicacion_7,Accion_2
236,236,2,1F:24:65:DC:C7:D2,PC,2024-01-01 21:16:16,192.168.0.59,Ubicacion_24,Accion_1
237,237,1,ED:E7:C8:32:3A:E7,Smartphone,2024-01-01 15:12:43,192.168.0.76,Ubicacion_17,Accion_4
238,238,2,7D:A3:56:9B:79:64,PC,2024-01-01 18:49:12,192.168.0.188,Ubicacion_14,Accion_5
239,239,2,0F:8E:7F:38:EB:62,Tablet,2024-01-01 13:53:11,192.168.0.192,Ubicacion_17,Accion_5
240,240,3,CE:C9:C6:8E:EE:9D,Smartphone,2024-01-01 19:49:28,192.168.0.165,Ubicacion_47,Accion_3
241,241,1,EA:30:D2:69:C0:F0,Smartphone,2024-01-01 10:09:03,192.168.0.74,Ubicacion_30,Accion_3
242,242,1,54:D3:D7:6D:6C:58,Smartphone,2024-01-01 11:53:24,192.168.0.166,Ubicacion_31,Accion_5
243,243,3,D9:48:59:0E:F3:A0,Smartphone,2024-01-01 21:42:48,192.168.0.111,Ubicacion_7,Accion_2
244,244,1,34:8A:FB:F5:97:1F,Smartphone,2024-01-01 09:06:38,192.168.0.59,Ubicacion_18,Accion_3
245,245,3,FF:2F:21:4F:0F:69,Smartphone,2024-01-01 01:56:08,192.168.0.144,Ubicacion_30,Accion_3
246,246,2,B6:34:86:D2:A2:E1,Tablet,2024-01-01 07:18:32,192.168.0.32,Ubicacion_2,Accion_5
247,247,3,C2:98:A8:44:1B:9B,PC,2024-01-01 18:21:04,192.168.0.232,Ubicacion_27,Accion_1
248,248,3,86:2B:50:98:04:7D,Smartphone,2024-01-01 09:33:16,192.168.0.63,Ubicacion_20,Accion_2
249,249,2,42:56:B2:2B:C2:E0,PC,2024-01-01 17:08:24,192.168.0.102,Ubicacion_5,Accion_3
250,250,3,6D:64:92:10:04:63,Smartphone,2024-01-01 23:03:05,192.168.0.166,Ubicacion_20,Accion_4
251,251,2,57:A4:92:0D:C4:36,PC,2024-01-01 17:58:40,192.168.0.134,Ubicacion_38,Accion_2
252,252,1,7B:11:7D:D0:F9:78,Smartphone,2024-01-01 13:01:33,192.168.0.120,Ubicacion_23,Accion_1
253,253,3,B8:72:F6:A8:CE:FF,Tablet,2024-01-01 17:07:14,192.168.0.7,Ubicacion_2,Accion_5
254,254,1,F0:06:A8:E1:9B:D9,Tablet,2024-01-01 04:10:36,192.168.0.126,Ubicacion_7,Accion_4
255,255,3,0B:1C:E3:7B:BD:43,PC,2024-01-01 07:27:19,192.168.0.82,Ubicacion_35,Accion_2
256,256,3,CD:A5:C2:C3:6C:E7,Smartphone,2024-01-01 15:48:50,192.168.0.253,Ubicacion_48,Accion_4
257,257,2,CE:28:57:F5:BC:A9,Tablet,2024-01-01 18:47:18,192.168.0.207,Ubicacion_10,Accion_5
258,258,1,8C:DD:9E:D9:49:A6,Smartphone,2024-01-01 10:26:42,192.168.0.171,Ubicacion_43,Accion_3
259,259,1,9F:CF:77:7E:DF:06,Tablet,2024-01-01 15:51:25,192.168.0.74,Ubicacion_26,Accion_1
260,260,1,BC:C7:B2:2A:A4:D7,PC,2024-01-01 21:34:56,192.168.0.188,Ubicacion_11,Accion_2
261,261,3,1A:12:2C:CD:F4:FB,PC,2024-01-01 09:23:59,192.168.0.95,Ubicacion_15,Accion_5
262,262,2,5C:52:5F:25:D7:1B,Tablet,2024-01-01 12:15:16,192.168.0.224,Ubicacion_6,Accion_3
263,263,1,A7:21:A9:95:F6:70,Tablet,2024-01-01 05:31:06,192.168.0.199,Ubicacion_28,Accion_3
264,264,1,4D:EA:71:E7:95:96,Tablet,2024-01-01 23:00:50,192.168.0.73,Ubicacion_35,Accion_1
265,265,2,B2:44:2C:8A:44:87,Smartphone,2024-01-01 20:59:19,192.168.0.130,Ubicacion_49,Accion_5
266,266,3,37:97:D8:78:97:D1,Smartphone,2024-01-01 14:56:13,192.168.0.171,Ubicacion_18,Accion_2
267,267,1,8E:69:D4:C3:15:A7,Smartphone,2024-01-01 10:46:45,192.168.0.49,Ubicacion_8,Accion_2
268,268,3,DA:5F:2B:65:D6:38,Smartphone,2024-01-01 17:12:03,192.168.0.110,Ubicacion_31,Accion_2
269,269,1,7F:07:E8:10:40:22,Tablet,2024-01-01 01:12:17,192.168.0.167,Ubicacion_22,Accion_3
270,270,2,E2:C6:97:A1:E6:F2,PC,2024-01-01 09:02:34,192.168.0.33,Ubicacion_45,Accion_4
271,271,2,B6:0D:3C:BF:07:19,PC,2024-01-01 09:37:26,192.168.0.13,Ubicacion_8,Accion_2
272,272,3,58:4C:27:CE:B3:47,Tablet,2024-01-01 04:44:21,192.168.0.20,Ubicacion_48,Accion_1
273,273,2,D7:28:16:51:A5:42,Tablet,2024-01-01 03:28:49,192.168.0.63,Ubicacion_43,Accion_2
274,274,2,A9:20:08:EA:78:E3,PC,2024-01-01 11:44:06,192.168.0.239,Ubicacion_3,Accion_3
275,275,1,FE:F1:B8:84:0C:A4,Tablet,2024-01-01 13:07:19,192.168.0.58,Ubicacion_6,Accion_3
276,276,1,41:A2:4A:1F:3E:C3,PC,2024-01-01 16:01:25,192.168.0.222,Ubicacion_36,Accion_2
277,277,2,DC:A9:D1:4E:95:7D,PC,2024-01-01 20:36:47,192.168.0.233,Ubicacion_33,Accion_2
278,278,3,1B:FA:E5:56:85:72,PC,2024-01-01 08:18:10,192.168.0.179,Ubicacion_12,Accion_2
279,279,2,A2:A6:AB:B2:6A:4D,Tablet,2024-01-01 00:52:19,192.168.0.244,Ubicacion_6,Accion_4
280,280,2,82:E5:08:4C:1A:D6,Tablet,2024-01-01 15:36:41,192.168.0.209,Ubicacion_37,Accion_3
281,281,1,EF:A7:C2:3C:DB:71,Tablet,2024-01-01 04:14:25,192.168.0.196,Ubicacion_33,Accion_1
282,282,3,39:A8:17:ED:F1:EE,Smartphone,2024-01-01 19:02:54,192.168.0.241,Ubicacion_8,Accion_5
283,283,1,CE:6E:53:64:80:E2,Tablet,2024-01-01 20:27:55,192.168.0.239,Ubicacion_35,Accion_2
284,284,3,D1:9F:DD:C6:BD:0F,Smartphone,2024-01-01 09:43:32,192.168.0.91,Ubicacion_29,Accion_4
285,285,1,05:A6:F8:B6:36:D5,PC,2024-01-01 18:27:51,192.168.0.36,Ubicacion_36,Accion_5
286,286,3,4E:1B:BC:E7:4B:86,Smartphone,2024-01-01 10:25:27,192.168.0.252,Ubicacion_28,Accion_3
287,287,2,64:94:8D:89:5E:4B,Smartphone,2024-01-01 16:10:01,192.168.0.89,Ubicacion_41,Accion_1
288,288,2,83:1D:CA:A4:22:80,Tablet,2024-01-01 20:36:22,192.168.0.32,Ubicacion_39,Accion_4
289,289,1,EA:37:AB:22:86:84,Smartphone,2024-01-01 20:01:09,192.168.0.121,Ubicacion_24,Accion_1
290,290,2,8F:F0:DA:0E:B8:4D,PC,2024-01-01 18:12:39,192.168.0.175,Ubicacion_19,Accion_5
291,291,2,26:EA:27:49:FD:75,PC,2024-01-01 05:35:34,192.168.0.47,Ubicacion_33,Accion_2
292,292,3,F4:7A:CB:4F:36:47,Tablet,2024-01-01 06:09:18,192.168.0.158,Ubicacion_18,Accion_4
293,293,3,FE:BA:B8:1F:0E:7D,PC,2024-01-01 01:32:56,192.168.0.169,Ubicacion_38,Accion_4
294,294,2,1D:C7:C2:4C:5C:94,Tablet,2024-01-01 11:59:28,192.168.0.55,Ubicacion_10,Accion_4
295,295,1,30:23:A6:FF:A0:E7,PC,2024-01-01 13:39:47,192.168.0.4,Ubicacion_40,Accion_3
296,296,2,D1:77:8B:8D:27:FA,Smartphone,2024-01-01 00:11:53,192.168.0.202,Ubicacion_22,Accion_3
297,297,1,9A:B0:46:D8:34:AA,Smartphone,2024-01-01 04:17:16,192.168.0.173,Ubicacion_40,Accion_2
298,298,3,5D:F8:DD:1C:57:E5,Smartphone,2024-01-01 17:06:53,192.168.0.149,Ubicacion_2,Accion_5
299,299,1,1E:EB:0D:99:75:F2,Tablet,2024-01-01 23:22:59,192.168.0.104,Ubicacion_21,Accion_5
300,300,1,E2:FB:32:05:00:99,Tablet,2024-01-01 19:31:45,192.168.0.65,Ubicacion_41,Accion_3
301,301,1,FE:02:8D:B9:39:87,PC,2024-01-01 15:42:32,192.168.0.237,Ubicacion_36,Accion_4
302,302,2,DE:FC:15:9F:A5:3D,PC,2024-01-01 18:35:32,192.168.0.175,Ubicacion_25,Accion_1
303,303,1,59:2E:56:1E:7E:03,Smartphone,2024-01-01 21:00:00,192.168.0.166,Ubicacion_4,Accion_4
304,304,1,D1:43:48:B4:6F:74,Tablet,2024-01-01 02:46:40,192.168.0.4,Ubicacion_9,Accion_1
305,305,1,1B:DF:7E:B7:2B:82,Tablet,2024-01-01 05:02:38,192.168.0.211,Ubicacion_23,Accion_2
306,306,3,11:22:F0:3B:4C:FE,Smartphone,2024-01-01 07:01:05,192.168.0.84,Ubicacion_17,Accion_3
307,307,1,46:2F:BA:50:A5:CF,PC,2024-01-01 10:20:42,192.168.0.158,Ubicacion_4,Accion_1
308,308,3,86:C5:B8:07:9A:92,Smartphone,2024-01-01 08:02:52,192.168.0.36,Ubicacion_12,Accion_5
309,309,3,EC:C7:10:87:80:59,Tablet,2024-01-01 04:25:30,192.168.0.222,Ubicacion_29,Accion_3
310,310,1,9B:E4:9C:87:43:2F,Tablet,2024-01-01 13:25:07,192.168.0.222,Ubicacion_10,Accion_3
311,311,2,64:0A:A7:70:04:46,PC,2024-01-01 02:55:53,192.168.0.188,Ubicacion_44,Accion_4
312,312,1,47:23:67:2D:D8:32,Smartphone,2024-01-01 02:18:01,192.168.0.218,Ubicacion_3,Accion_2
313,313,2,7A:37:D6:E6:E9:26,Tablet,2024-01-01 19:49:56,192.168.0.112,Ubicacion_2,Accion_5
314,314,2,D5:7B:CD:35:79:8B,PC,2024-01-01 06:12:35,192.168.0.50,Ubicacion_22,Accion_1
315,315,3,3E:F1:D1:23:79:47,Smartphone,2024-01-01 23:10:42,192.168.0.43,Ubicacion_17,Accion_1
316,316,2,AB:B7:37:CA:C6:6C,Smartphone,2024-01-01 02:39:11,192.168.0.139,Ubicacion_3,Accion_3
317,317,3,1F:66:30:9D:0C:10,Tablet,2024-01-01 20:47:25,192.168.0.14,Ubicacion_10,Accion_3
318,318,3,76:76:30:74:28:96,Smartphone,2024-01-01 09:44:51,192.168.0.136,Ubicacion_36,Accion_3
319,319,2,C1:AE:CD:00:70:CE,Tablet,2024-01-01 11:15:25,192.168.0.115,Ubicacion_47,Accion_5
320,320,1,C2:30:72:48:13:4E,Smartphone,2024-01-01 02:51:04,192.168.0.116,Ubicacion_48,Accion_4
321,321,2,45:EE:DB:B9:2B:82,Smartphone,2024-01-01 18:43:01,192.168.0.234,Ubicacion_27,Accion_1
322,322,1,68:F1:06:B3:2B:37,Smartphone,2024-01-01 04:28:25,192.168.0.96,Ubicacion_46,Accion_1
323,323,1,34:96:B6:30:01:13,Smartphone,2024-01-01 15:45:56,192.168.0.51,Ubicacion_40,Accion_1
324,324,3,81:87:0F:36:A3:FC,Tablet,2024-01-01 06:39:27,192.168.0.226,Ubicacion_21,Accion_4
325,325,3,67:76:4E:A1:E5:FF,Smartphone,2024-01-01 07:55:34,192.168.0.57,Ubicacion_24,Accion_1
326,326,1,FB:00:06:BF:E1:4F,Smartphone,2024-01-01 08:42:47,192.168.0.13,Ubicacion_4,Accion_2
327,327,2,ED:2E:7F:94:88:C7,PC,2024-01-01 05:01:09,192.168.0.227,Ubicacion_14,Accion_5
328,328,3,DB:16:77:14:83:CB,Tablet,2024-01-01 16:58:59,192.168.0.247,Ubicacion_43,Accion_4
329,329,3,75:6E:E7:83:95:2C,PC,2024-01-01 08:22:03,192.168.0.149,Ubicacion_10,Accion_2
330,330,2,A9:A7:DB:6B:E2:68,PC,2024-01-01 11:31:09,192.168.0.245,Ubicacion_16,Accion_1
331,331,2,4B:74:BD:05:6C:25,Tablet,2024-01-01 17:36:38,192.168.0.233,Ubicacion_16,Accion_3
332,332,1,6E:63:40:67:AA:B8,Smartphone,2024-01-01 01:37:38,192.168.0.176,Ubicacion_48,Accion_2
333,333,3,3C:4E:50:4F:03:6C,Smartphone,2024-01-01 23:31:48,192.168.0.146,Ubicacion_13,Accion_2
334,334,2,7C:13:12:38:52:3A,Tablet,2024-01-01 08:25:47,192.168.0.131,Ubicacion_13,Accion_1
335,335,1,C1:83:23:6C:27:6C,Tablet,2024-01-01 03:10:25,192.168.0.75,Ubicacion_34,Accion_4
336,336,2,BD:2F:4B:11:B4:2E,Tablet,2024-01-01 09:06:23,192.168.0.39,Ubicacion_29,Accion_2
337,337,1,FB:1A:65:B6:14:DB,Smartphone,2024-01-01 14:28:56,192.168.0.225,Ubicacion_11,Accion_1
338,338,1,81:7F:EA:03:A1:85,Smartphone,2024-01-01 01:06:31,192.168.0.15,Ubicacion_19,Accion_4
339,339,2,07:04:40:32:B0:DC,Smartphone,2024-01-01 12:50:01,192.168.0.194,Ubicacion_40,Accion_3
340,340,2,DC:6C:71:9A:86:1D,Smartphone,2024-01-01 17:10:47,192.168.0.225,Ubicacion_18,Accion_5
341,341,3,21:76:7D:1F:D5:B6,Tablet,2024-01-01 08:13:01,192.168.0.43,Ubicacion_23,Accion_4
342,342,1,C0:0C:20:0A:26:67,PC,2024-01-01 08:23:14,192.168.0.164,Ubicacion_16,Accion_5
343,343,1,9E:C9:7A:D5:57:E5,PC,2024-01-01 13:48:35,192.168.0.100,Ubicacion_35,Accion_5
344,344,3,4C:60:50:8F:3A:FF,Smartphone,2024-01-01 18:14:16,192.168.0.51,Ubicacion_23,Accion_3
345,345,3,69:AD:95:69:40:B6,Smartphone,2024-01-01 23:25:03,192.168.0.214,Ubicacion_16,Accion_3
346,346,3,72:40:FE:06:A3:E5,Smartphone,2024-01-01 17:18:38,192.168.0.232,Ubicacion_24,Accion_5
347,347,1,C2:9B:15:1E:E5:9D,Smartphone,2024-01-01 12:29:12,192.168.0.15,Ubicacion_18,Accion_1
348,348,1,95:BB:EC:D4:6B:A4,Tablet,2024-01-01 06:23:22,192.168.0.183,Ubicacion_19,Accion_4
349,349,1,19:F6:19:67:D3:86,Tablet,2024-01-01 11:08:27,192.168.0.50,Ubicacion_17,Accion_4
350,350,3,7B:47:6A:94:F4:96,Smartphone,2024-01-01 16:19:23,192.168.0.54,Ubicacion_45,Accion_4
351,351,3,79:C8:9D:8D:F9:E9,Smartphone,2024-01-01 01:16:52,192.168.0.139,Ubicacion_28,Accion_1
352,352,2,72:6E:FB:6F:4E:6F,PC,2024-01-01 06:18:45,192.168.0.53,Ubicacion_15,Accion_1
353,353,3,74:01:A0:7D:2E:2E,PC,2024-01-01 18:17:55,192.168.0.172,Ubicacion_28,Accion_5
354,354,3,DB:BB:A4:CE:55:57,Tablet,2024-01-01 10:24:02,192.168.0.237,Ubicacion_27,Accion_2
355,355,3,9B:6C:AC:96:38:31,Smartphone,2024-01-01 22:30:37,192.168.0.62,Ubicacion_12,Accion_5
356,356,2,57:07:96:08:10:92,PC,2024-01-01 04:28:58,192.168.0.37,Ubicacion_44,Accion_1
357,357,1,91:DA:59:5F:A0:12,Smartphone,2024-01-01 08:25:03,192.168.0.1,Ubicacion_30,Accion_4
358,358,2,B4:E5:45:48:FA:3A,Tablet,2024-01-01 09:40:54,192.168.0.121,Ubicacion_38,Accion_1
359,359,2,C5:58:C9:5C:A9:12,Tablet,2024-01-01 04:51:55,192.168.0.13,Ubicacion_49,Accion_2
360,360,3,E6:9D:B0:43:F4:49,Smartphone,2024-01-01 05:58:35,192.168.0.252,Ubicacion_8,Accion_1
361,361,1,C3:7A:C6:BB:DA:09,Tablet,2024-01-01 09:54:13,192.168.0.12,Ubicacion_22,Accion_5
362,362,1,9F:C4:44:4B:64:94,Smartphone,2024-01-01 07:13:18,192.168.0.48,Ubicacion_26,Accion_5
363,363,3,92:56:31:BB:24:8D,Tablet,2024-01-01 11:20:47,192.168.0.223,Ubicacion_6,Accion_2
364,364,1,15:03:B7:36:2A:84,Smartphone,2024-01-01 12:41:27,192.168.0.193,Ubicacion_17,Accion_4
365,365,2,B1:50:60:82:06:B8,PC,2024-01-01 19:50:15,192.168.0.218,Ubicacion_7,Accion_5
366,366,3,D5:A1:40:59:C6:E6,PC,2024-01-01 00:58:15,192.168.0.157,Ubicacion_8,Accion_4
367,367,3,DE:38:DC:00:B8:48,Smartphone,2024-01-01 23:01:31,192.168.0.50,Ubicacion_29,Accion_2
368,368,2,E7:54:51:D2:3E:AC,Tablet,2024-01-01 21:57:12,192.168.0.27,Ubicacion_25,Accion_2
369,369,1,1C:80:C5:E3:BC:14,Tablet,2024-01-01 01:08:05,192.168.0.16,Ubicacion_17,Accion_2
370,370,2,B8:D2:0E:2D:27:33,Tablet,2024-01-01 19:09:37,192.168.0.83,Ubicacion_40,Accion_1
371,371,1,67:49:B4:42:B0:C3,Smartphone,2024-01-01 13:00:26,192.168.0.39,Ubicacion_13,Accion_5
372,372,3,6F:B6:F9:BA:A3:6C,Smartphone,2024-01-01 15:45:09,192.168.0.247,Ubicacion_15,Accion_3
373,373,3,7E:92:D4:BD:9F:94,Smartphone,2024-01-01 02:01:09,192.168.0.101,Ubicacion_22,Accion_2
374,374,2,85:0F:8B:B1:12:E4,Tablet,2024-01-01 17:36:34,192.168.0.139,Ubicacion_49,Accion_1
375,375,3,83:30:EB:0A:95:6B,Smartphone,2024-01-01 13:19:47,192.168.0.223,Ubicacion_42,Accion_2
376,376,2,4B:6F:BC:0F:9A:6E,Tablet,2024-01-01 17:54:48,192.168.0.79,Ubicacion_42,Accion_5
377,377,3,91:00:63:05:9C:59,PC,2024-01-01 12:32:21,192.168.0.218,Ubicacion_15,Accion_4
378,378,1,CA:AB:EA:D6:D0:6E,Tablet,2024-01-01 16:39:08,192.168.0.175,Ubicacion_25,Accion_4
379,379,2,31:A7:82:74:AD:C2,Smartphone,2024-01-01 09:49:14,192.168.0.222,Ubicacion_20,Accion_5
380,380,1,D5:E6:D6:62:79:03,PC,2024-01-01 11:27:45,192.168.0.10,Ubicacion_45,Accion_3
381,381,2,B0:87:E8:86:FB:C3,Smartphone,2024-01-01 03:49:46,192.168.0.130,Ubicacion_4,Accion_4
382,382,1,40:54:05:BD:08:3B,Smartphone,2024-01-01 12:36:52,192.168.0.172,Ubicacion_31,Accion_1
383,383,3,2B:18:E9:8F:A2:E7,Smartphone,2024-01-01 19:45:20,192.168.0.76,Ubicacion_37,Accion_4
384,384,2,05:84:75:20:B4:BD,PC,2024-01-01 02:42:59,192.168.0.201,Ubicacion_26,Accion_5
385,385,1,23:89:6E:5E:AA:9E,PC,2024-01-01 01:16:47,192.168.0.97,Ubicacion_2,Accion_3
386,386,2,4B:63:EC:04:B0:B3,PC,2024-01-01 13:44:41,192.168.0.190,Ubicacion_45,Accion_3
387,387,3,96:A5:8C:C4:2F:4A,Tablet,2024-01-01 22:45:39,192.168.0.253,Ubicacion_35,Accion_2
388,388,1,9B:8D:B6:0D:1D:66,Smartphone,2024-01-01 20:52:55,192.168.0.228,Ubicacion_47,Accion_2
389,389,3,9C:B6:66:EC:5E:EA,Smartphone,2024-01-01 07:54:49,192.168.0.111,Ubicacion_1,Accion_5
390,390,2,49:56:89:DF:E1:9C,PC,2024-01-01 16:39:06,192.168.0.154,Ubicacion_1,Accion_3
391,391,2,40:EB:2E:27:E6:E0,Smartphone,2024-01-01 21:10:08,192.168.0.106,Ubicacion_9,Accion_3
392,392,2,17:8B:11:ED:AE:0C,Smartphone,2024-01-01 15:18:30,192.168.0.144,Ubicacion_10,Accion_1
393,393,3,27:EA:7B:F9:2F:B1,Tablet,2024-01-01 16:04:35,192.168.0.70,Ubicacion_42,Accion_1
394,394,1,6C:A0:4E:68:A7:DF,Smartphone,2024-01-01 19:53:19,192.168.0.108,Ubicacion_25,Accion_4
395,395,3,41:37:F4:B9:80:D5,Smartphone,2024-01-01 03:42:18,192.168.0.217,Ubicacion_15,Accion_5
396,396,2,93:9A:2D:B8:A9:D3,PC,2024-01-01 00:43:33,192.168.0.194,Ubicacion_47,Accion_2
397,397,3,DE:55:06:1F:C7:D1,PC,2024-01-01 16:30:36,192.168.0.115,Ubicacion_10,Accion_1
398,398,1,10:DF:DD:AE:2A:90,Smartphone,2024-01-01 03:14:57,192.168.0.135,Ubicacion_16,Accion_2
399,399,3,74:7C:0B:C9:0C:83,PC,2024-01-01 07:18:02,192.168.0.24,Ubicacion_6,Accion_5
400,400,3,55:A6:17:8D:68:00,Tablet,2024-01-01 19:36:15,192.168.0.136,Ubicacion_47,Accion_3
401,401,2,58:80:6F:D9:98:3B,PC,2024-01-01 11:44:03,192.168.0.161,Ubicacion_41,Accion_5
402,402,3,5D:91:D5:5E:36:DA,PC,2024-01-01 17:38:19,192.168.0.204,Ubicacion_49,Accion_3
403,403,1,C2:26:1F:4C:7E:AB,Tablet,2024-01-01 10:41:28,192.168.0.134,Ubicacion_18,Accion_3
404,404,1,1E:57:F9:86:D0:A3,PC,2024-01-01 00:33:21,192.168.0.210,Ubicacion_10,Accion_5
405,405,3,DD:7B:6B:C5:27:B2,Tablet,2024-01-01 21:19:19,192.168.0.27,Ubicacion_26,Accion_3
406,406,2,98:13:31:73:F5:81,Smartphone,2024-01-01 23:15:43,192.168.0.194,Ubicacion_26,Accion_4
407,407,1,28:80:BC:D5:AD:9E,PC,2024-01-01 19:50:01,192.168.0.29,Ubicacion_13,Accion_3
408,408,1,47:96:3B:61:50:96,PC,2024-01-01 06:20:09,192.168.0.146,Ubicacion_38,Accion_2
409,409,3,1A:D3:3A:F9:D3:69,PC,2024-01-01 11:27:23,192.168.0.59,Ubicacion_12,Accion_2
410,410,3,19:EB:CF:0E:03:2F,PC,2024-01-01 10:16:09,192.168.0.94,Ubicacion_31,Accion_1
411,411,1,1D:CB:30:65:EE:63,PC,2024-01-01 05:53:07,192.168.0.21,Ubicacion_17,Accion_2
412,412,2,28:D5:7B:62:9C:D3,PC,2024-01-01 15:34:06,192.168.0.80,Ubicacion_28,Accion_5
413,413,2,FD:EB:F2:39:9E:23,Smartphone,2024-01-01 05:58:56,192.168.0.208,Ubicacion_18,Accion_1
414,414,1,FD:3A:73:38:AE:4D,Smartphone,2024-01-01 20:10:04,192.168.0.147,Ubicacion_13,Accion_1
415,415,1,A7:D1:56:48:0E:BE,Tablet,2024-01-01 13:45:19,192.168.0.174,Ubicacion_44,Accion_1
416,416,1,4E:B9:20:CA:BE:BE,PC,2024-01-01 10:36:04,192.168.0.224,Ubicacion_44,Accion_1
417,417,2,88:94:B8:25:21:39,Tablet,2024-01-01 13:39:36,192.168.0.173,Ubicacion_28,Accion_1
418,418,3,FB:E9:AD:45:20:92,Smartphone,2024-01-01 08:49:10,192.168.0.57,Ubicacion_32,Accion_5
419,419,2,F6:F2:9C:AF:58:AD,Tablet,2024-01-01 18:40:33,192.168.0.213,Ubicacion_4,Accion_5
420,420,1,A7:64:10:66:4B:96,Smartphone,2024-01-01 18:53:48,192.168.0.106,Ubicacion_26,Accion_3
421,421,1,AF:6B:85:F5:3B:FB,Smartphone,2024-01-01 22:36:55,192.168.0.215,Ubicacion_15,Accion_4
422,422,2,3A:C9:76:B3:65:99,Tablet,2024-01-01 00:48:00,192.168.0.55,Ubicacion_32,Accion_1
423,423,3,BA:54:45:39:9E:04,PC,2024-01-01 20:23:12,192.168.0.111,Ubicacion_7,Accion_4
424,424,1,AF:F4:1A:5B:D2:67,Tablet,2024-01-01 04:26:15,192.168.0.211,Ubicacion_23,Accion_4
425,425,2,80:28:0F:B7:B1:F8,PC,2024-01-01 15:20:55,192.168.0.80,Ubicacion_34,Accion_2
426,426,2,95:10:FF:DD:FC:5D,Tablet,2024-01-01 00:44:40,192.168.0.189,Ubicacion_36,Accion_5
427,427,1,C7:3B:DE:84:B3:AE,Smartphone,2024-01-01 17:26:48,192.168.0.133,Ubicacion_5,Accion_5
428,428,2,42:D4:E2:6B:BC:FA,Tablet,2024-01-01 11:24:13,192.168.0.183,Ubicacion_49,Accion_2
429,429,1,15:9B:A5:6F:B0:D9,Smartphone,2024-01-01 18:56:19,192.168.0.175,Ubicacion_33,Accion_4
430,430,2,3E:9B:F2:BD:11:1D,Smartphone,2024-01-01 18:59:04,192.168.0.177,Ubicacion_17,Accion_5
431,431,3,63:5F:8C:7D:1F:EE,PC,2024-01-01 16:00:50,192.168.0.135,Ubicacion_13,Accion_3
432,432,3,08:CB:B5:1E:AF:F8,Smartphone,2024-01-01 19:23:58,192.168.0.29,Ubicacion_3,Accion_4
433,433,1,2E:E8:58:90:03:07,PC,2024-01-01 20:10:57,192.168.0.81,Ubicacion_39,Accion_5
434,434,2,E6:FB:41:41:5F:E7,Smartphone,2024-01-01 00:03:20,192.168.0.34,Ubicacion_13,Accion_5
435,435,2,57:82:47:C0:E2:20,Tablet,2024-01-01 02:31:26,192.168.0.200,Ubicacion_32,Accion_4
436,436,1,4D:7B:49:AB:E2:AD,Smartphone,2024-01-01 20:00:26,192.168.0.63,Ubicacion_19,Accion_4
437,437,2,41:B0:F0:F5:86:41,Smartphone,2024-01-01 06:56:56,192.168.0.8,Ubicacion_22,Accion_5
438,438,1,AD:1A:12:BA:6E:E6,Smartphone,2024-01-01 05:41:21,192.168.0.54,Ubicacion_13,Accion_5
439,439,3,34:EB:C1:B9:EA:8D,PC,2024-01-01 14:00:30,192.168.0.157,Ubicacion_19,Accion_3
440,440,2,9E:58:1C:0C:49:05,Smartphone,2024-01-01 18:10:41,192.168.0.187,Ubicacion_7,Accion_4
441,441,2,F7:D3:C7:A5:E8:7A,PC,2024-01-01 08:46:17,192.168.0.41,Ubicacion_48,Accion_2
442,442,2,97:3E:C6:15:07:C4,PC,2024-01-01 12:50:43,192.168.0.53,Ubicacion_44,Accion_5
443,443,2,41:A9:E1:6D:1A:7A,Tablet,2024-01-01 06:12:13,192.168.0.91,Ubicacion_46,Accion_2
444,444,1,2B:3D:E8:44:D2:44,Tablet,2024-01-01 12:11:08,192.168.0.205,Ubicacion_9,Accion_5
