id_control,Descripcion_control,Id_tipo_estgia_control,Id_tipo_med_control,Id_tipo_Qcontrol,id_valoracion_residual
293,Respirador y filtros de polvo,P,ADM,A,101
294,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ADM,C,101
295,Respirador y filtros de polvo,P,EPP,D,101
296,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,SUS,A,101
297,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,EPP,D,101
298,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,EPP,E,102
299,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,ELI,D,103
300,Orejeras Tapones auditivos,P,SUS,C,103
301,Barbiquejo,P,ELI,C,103
302,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,A,104
303,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,ADM,B,104
304,1. Uso de herramientas adecuadas.,M,ADM,C,104
305,Orejeras Tapones auditivos,M,EPP,A,104
306,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,ADM,E,104
307,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,A,105
308,Probadores de energia Multitester Revelador de tension,M,SUS,B,106
309,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,EPP,D,106
310,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,INH,A,106
311,Instalacion de silenciadores en ventiladores,P,SUS,B,106
312,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,P,SUS,C,106
313,Barbiquejo,M,ADM,C,107
314,1. Senalizacion,M,ADM,D,107
315,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,SUS,E,108
316,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,INH,E,108
317,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,INH,E,109
318,Uso del drenaje ecologico tipo check.,P,EPP,C,109
319,Respirador y filtros de polvo,M,ADM,D,109
320,Instalacion de silenciadores en ventiladores,P,ELI,B,110
321,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,P,ADM,A,110
322,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,ELI,B,111
323,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,ADM,E,111
324,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ELI,C,111
325,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,ADM,D,111
326,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,D,112
327,Respirador y filtros de polvo,M,SUS,B,112
328,Respirador y filtros de polvo,P,ADM,D,113
329,Instalacion de silenciadores en ventiladores,M,ADM,B,113
330,delimitacion de areas 2. Mantener orden y limpieza,M,EPP,C,114
331,Orejeras Tapones auditivos,M,ELI,A,114
332,Casco de Seguridad,P,SUS,A,114
333,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,ELI,B,114
334,Barbiquejo,M,ELI,A,115
335,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,INH,A,115
336,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,EPP,C,116
337,Instalacion de silenciadores en ventiladores,P,ELI,E,116
338,Desenergizar y bloquear  fuente de energia,P,ADM,D,117
339,kits de contingencia,P,INH,B,117
340,kits de contingencia,P,EPP,B,117
341,Timbre de operatividad Circulina de operatividad,M,EPP,B,117
342,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ADM,A,117
343,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ADM,B,118
344,Descripcion,P,ADM,C,118
345,1. Bandejas,M,EPP,D,119
346,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,M,ADM,A,119
347,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,P,SUS,E,119
348,Instalacion de silenciadores en ventiladores,P,SUS,E,120
349,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,SUS,A,121
350,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,ELI,A,121
351,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,INH,D,121
352,Desenergizar y bloquear  fuente de energia,M,SUS,B,122
353,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,INH,A,122
354,guantes de cuero o anticorte.,M,ELI,D,122
355,1. P-COR-SIB-04.15 Manejo de derrames 2. Capacitacion en E-COR-SIB-11.01 Control de Materiales Quimicos Peligrosos. 3. Capacitacion en uso de MSDS. 4. Cumplir con el Plan de Contingencias. 4. Capacitacion en reporte de incidentes por derrames.,M,ADM,A,122
356,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,EPP,A,123
357,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,C,123
358,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,INH,C,123
359,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,ELI,B,123
360,Zapatos de seguridad con planta de caucho o material antideslizante.,P,EPP,C,123
361,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,INH,C,124
362,Colocacion de Barreras  Solidas,P,ADM,C,125
363,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,EPP,E,125
364,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,EPP,C,125
365,delimitacion de areas 2. Mantener orden y limpieza,M,EPP,A,126
366,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,P,EPP,C,126
367,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,B,127
368,Puntos de anclaje,P,EPP,E,127
369,1. Bandejas,P,SUS,E,127
370,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,ADM,C,127
371,Respirador con filtro de gases,P,INH,D,128
372,Casco de Seguridad,P,EPP,D,128
373,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ADM,D,129
374,Casco de Seguridad,P,ELI,B,130
375,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,INH,A,130
376,1. Uso de herramientas adecuadas.,P,SUS,A,130
377,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,EPP,E,131
378,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,A,132
379,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,M,ELI,A,132
380,cilindros de aserrin.,M,SUS,C,133
381,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,P,ELI,D,133
382,Descripcion,M,ADM,C,133
383,Orejeras Tapones auditivos,P,INH,A,133
384,Descripcion,P,ELI,E,133
385,1. Uso de herramientas adecuadas.,P,EPP,E,134
386,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ELI,A,134
387,1. Uso de herramientas adecuadas.,P,EPP,B,135
388,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,P,INH,D,135
389,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,D,135
390,Instalacion de silenciadores en ventiladores,P,ELI,A,135
391,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,P,INH,D,135
392,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,INH,E,136
393,guantes de cuero o anticorte.,P,SUS,E,136
394,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,INH,D,137
395,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,ELI,C,137
396,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ADM,E,137
397,Orejeras Tapones auditivos,P,INH,B,137
398,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,D,137
399,1. Senalizacion,P,ADM,E,138
400,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,B,139
401,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ADM,C,139
402,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico Verificacion de la autorizacion de operatividad del equipo de izaje y del personal que lo va a maniobrar. Difusion del estandar E-COR-SIB-05.05 Equipos de Izaje y Gruas,M,INH,E,139
403,Puntos de anclaje,M,INH,E,139
404,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,E,140
405,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,SUS,E,140
406,kits de contingencia,M,EPP,E,140
407,Respirador con filtro de gases,M,ADM,E,140
408,Extintores en Zona de trabajo,P,EPP,B,140
409,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ADM,E,141
410,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,M,ADM,D,142
411,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,B,142
412,Extintores en Zona de trabajo,M,EPP,A,143
413,1. Senalizacion,M,ELI,D,144
414,Casco de Seguridad,P,INH,C,144
415,Casco de Seguridad,P,EPP,D,144
416,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,B,145
417,Casco de Seguridad,M,ELI,D,145
418,Descripcion,P,EPP,A,145
419,Respirador y filtros de polvo,M,ADM,A,146
420,1. Senalizacion,P,ADM,B,146
421,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,INH,D,146
422,Uso del drenaje ecologico tipo check.,P,ADM,B,146
423,cilindros de aserrin.,P,SUS,B,147
424,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,ADM,A,148
425,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ELI,B,148
426,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,D,149
427,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,SUS,D,149
428,Barbiquejo,M,SUS,B,150
429,Descripcion,M,INH,E,151
430,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,SUS,C,151
431,guantes de cuero o anticorte.,P,EPP,B,152
432,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ELI,C,152
433,Respirador y filtros de polvo,P,EPP,A,152
434,Colocacion de Barreras  Solidas,M,ELI,B,152
435,Uso de equipos personal de proteccion anticaidas.,P,SUS,C,152
436,Uso del drenaje ecologico tipo check.,P,SUS,C,153
437,Extintores en Zona de trabajo,P,EPP,A,153
438,Respirador con filtro de gases,M,SUS,E,153
439,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,C,154
440,Casco de Seguridad,P,ADM,B,154
441,Orejeras Tapones auditivos,M,ELI,B,154
442,Colocacion de Barreras  Solidas,P,EPP,C,155
443,Orejeras Tapones auditivos,M,EPP,E,156
444,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ADM,A,156
445,Extintores en Zona de trabajo,P,ELI,E,156
446,Probadores de energia Multitester Revelador de tension,P,ADM,D,156
447,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,B,157
448,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,P,INH,C,157
449,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,EPP,D,158
450,1. PETS-UCH-MG-81.07 Inspeccion electromagnetica de cable de winche de izaje.,M,ELI,B,159
451,Uso de equipos personal de proteccion anticaidas.,P,ELI,B,159
452,1. PETS-UCH-MG-81.07 Inspeccion electromagnetica de cable de winche de izaje.,M,SUS,B,159
453,Uso del drenaje ecologico tipo check.,M,ADM,C,159
454,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,SUS,C,160
455,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,EPP,B,160
456,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,C,160
457,Colocacion de Barreras  Solidas,P,INH,B,160
458,Casco de Seguridad,P,EPP,B,160
459,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,M,INH,E,161
460,Respirador con filtro de gases,P,ELI,E,161
461,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,ELI,D,161
462,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,M,ADM,B,162
463,Probadores de energia Multitester Revelador de tension,M,ADM,A,162
464,Uso del drenaje ecologico tipo check.,P,ELI,A,162
465,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,ELI,E,162
466,Casco de Seguridad,M,ADM,D,162
467,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ELI,C,163
468,1. Uso de herramientas adecuadas.,M,SUS,E,163
469,1. Capacitacion en uso trabajos en pisos desnivelados 2. Realizar trabajos en equipo coordinadamente.,P,ELI,A,163
470,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,ELI,A,164
471,Barbiquejo,P,EPP,B,164
472,Aceites o grasas para equipos Senalizacion de los extintores dentro del taller de mantenimiento. IPERC continuo llenado por el tecnico mecanico indicando este peligro  Inspeccion de extintores,M,EPP,B,164
473,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ADM,A,165
474,guantes de cuero o anticorte.,M,SUS,B,165
475,Uso del drenaje ecologico tipo check.,M,SUS,B,165
476,1. Uso de herramientas adecuadas.,M,INH,C,165
477,Zapatos de seguridad con planta de caucho o material antideslizante.,M,EPP,A,165
478,Colocacion de Barreras  Solidas,P,ELI,B,166
479,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,ELI,D,167
480,Descripcion,M,SUS,A,167
481,guantes de cuero o anticorte.,P,ADM,E,167
482,1. Uso de herramientas adecuadas.,P,EPP,D,168
483,delimitacion de areas 2. Mantener orden y limpieza,M,ADM,E,168
484,Probadores de energia Multitester Revelador de tension,M,ADM,A,168
485,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,EPP,D,168
486,guantes de cuero o anticorte.,P,EPP,E,168
487,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,INH,A,169
488,guantes de cuero o anticorte.,M,SUS,C,169
489,Orden de Trabajo IPERC continuo realizado por el tecnico mecanico  PETAR para trabajos en caliente Verificar la ventilacion constante del ambiente de trabajo E-COR-SIB-11.02 Proteccion Respiratoria,P,SUS,C,169
490,guantes de cuero o anticorte.,M,ELI,B,169
491,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,EPP,D,169
492,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,SUS,A,170
493,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,SUS,A,171
494,kits de contingencia,P,EPP,C,172
495,1. Senalizacion,M,INH,A,172
496,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,ELI,D,172
497,Desenergizar y bloquear  fuente de energia,M,EPP,E,173
498,Extintores en Zona de trabajo,P,EPP,B,174
499,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,EPP,B,175
500,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,INH,D,176
501,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,SUS,C,176
502,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ELI,B,176
503,Casco de Seguridad,M,ADM,E,176
504,guantes de cuero o anticorte.,M,ADM,B,176
505,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,ADM,E,177
506,Zapatos de seguridad con planta de caucho o material antideslizante.,M,ELI,C,178
507,1. Bandejas,P,INH,A,178
508,Casco de Seguridad,P,EPP,C,178
509,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ELI,B,179
510,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ADM,A,179
511,Uso de equipos personal de proteccion anticaidas.,P,ADM,C,180
512,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,INH,D,181
513,1. Bandejas,M,SUS,B,181
514,Zapatos de seguridad con planta de caucho o material antideslizante.,P,SUS,C,181
515,Zapatos de seguridad con planta de caucho o material antideslizante.,P,ADM,D,181
516,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,EPP,B,182
517,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,M,ELI,E,182
518,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,M,ELI,A,182
519,Zapatos de seguridad con planta de caucho o material antideslizante.,P,INH,D,183
520,Barbiquejo,P,SUS,C,183
521,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,INH,A,183
522,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,ELI,A,184
523,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,ELI,D,185
524,1. Uso de herramientas adecuadas.,M,EPP,E,186
525,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,M,EPP,D,186
526,Capacitacion del uso de las hojas MSDS de las sustancias que se utilizaran. Uso correcto de las cartillas de mantenimiento preventivo de los equipos.,P,EPP,E,186
527,Barbiquejo,M,EPP,A,186
528,1. Uso de pisos grating dentados / pisos de concreto sin pulir.,P,INH,B,186
529,Respirador con filtro de gases,P,EPP,A,187
530,delimitacion de areas 2. Mantener orden y limpieza,M,EPP,B,187
531,Extintores en Zona de trabajo,M,ADM,D,188
532,1. Senalizacion,P,ADM,B,188
533,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,INH,A,189
534,Orejeras Tapones auditivos,P,ELI,A,189
535,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,M,SUS,C,189
536,1. Uso de herramientas adecuadas.,M,ELI,A,189
537,Orden de Trabajo IPERC Continuo Senalizacion del nivel de Ruido Difusion y seguimiento al estandar E-COR-SIB-11.03 Proteccion Auditiva Capacitacion en uso de proteccion auditiva,P,ELI,C,189
538,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,M,SUS,E,190
539,Uso del drenaje ecologico tipo check.,M,ADM,A,191
540,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,P,SUS,A,191
541,1. Senalizacion,P,EPP,E,191
542,Orden de Trabajo Senalizacion de la zona de abastecimiento o almacenaje de Solventes,M,INH,C,191
543,Instalacion de silenciadores en ventiladores,P,ADM,A,192
544,1. E-COR-SIB-05.01 Trabajos en Altura 2. FE-COR-SIB-05.01-02 Formato inspeccion equipo anti caidas.,P,ADM,B,193
545,Zapatos de seguridad con planta de caucho o material antideslizante.,P,INH,B,193
546,Difusion  de PETS-UCH-MG-02.16 1. E-COR-SIB-01.01 Equipo de Proteccion Personal,M,INH,C,194
547,Orden de Trabajo IPERC continuo realizado por el operador del equipo identificando este peligro Difusion y seguimiento al estandar E-COR-SIB-07.03 Control de Rocas y Suelos Control geomecanico de labores Capacitacion en desate de rocas,P,ADM,D,194
548,Respirador con filtro de gases,M,ADM,E,194
549,Probadores de energia Multitester Revelador de tension,P,INH,D,195
550,Colocacion de Barreras  Solidas,P,ELI,C,195
551,Monitoreo periodico de agentes quimicos en labores subterraneas Capacitacion en agentes quimicos Cumplimiento del E-COR-SIB-11.02 Proteccion Respiratoria Programa de riego de vias principales,P,ELI,B,196
552,Orejeras Tapones auditivos,P,SUS,D,196
553,Desate mecanizado (Scaler). Desate manual (barretillas). Sostenimiento secuenciado segun recomendaciones geomecanicas,M,SUS,D,196
554,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,M,ELI,D,196
555,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,M,INH,B,196
556,Orden de Trabajo IPERC continuo realizado por operador y ayudante. Capacitacion en riesgos electricos Difusion y seguimiento al estandar E-COR-SIB-03.01 Aislamiento de Energia Difusion y seguimiento al estandar E-COR-SIB-03.03 Energia Electrica de Baja Tension,P,INH,D,197
557,kits de contingencia,M,ELI,D,197
558,Respirador y filtros de polvo,M,SUS,C,197
559,1. Uso de herramientas adecuadas.,P,EPP,E,197
560,Respirador y filtros de polvo,P,ADM,D,198
561,Capacitacion en uso de herramientas adecuadas. Capacitacion en ergonomia Publicacion en la oficina sobre pausas activas.,P,SUS,E,198
562,1. Uso de herramientas adecuadas.,M,ELI,A,198
563,Uso del drenaje ecologico tipo check.,M,SUS,E,198
