id_actv,nombre_actv,descripcion,fecha_inicio,fecha_fin,id_equipo_soporte,id_empleado,id_estado,id_orden
192,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-07-16,2022-07-16,,463,1,192
193,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-07-18,2022-07-19,,296,7,193
194,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-07-19,2022-07-20,,968,1,194
195,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-07-19,2022-07-21,,497,5,195
196,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-07-21,2022-07-22,,722,1,196
197,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-07-22,2022-07-22,,885,5,197
198,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-07-22,2022-07-22,,596,4,198
199,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-07-24,2022-07-25,,383,6,199
200,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-07-25,2022-07-27,,226,2,200
201,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-07-25,2022-07-26,,708,5,201
202,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-07-27,2022-07-27,,405,5,202
203,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-07-28,2022-07-28,,331,1,203
204,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-07-28,2022-07-30,,857,2,204
205,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-07-30,2022-08-01,,411,2,205
206,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-07-31,2022-07-31,,993,7,206
207,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-07-31,2022-08-02,,396,1,207
208,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-08-02,2022-08-04,,504,7,208
209,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-08-03,2022-08-04,,341,3,209
210,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-08-03,2022-08-03,4,735,5,210
211,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-08-05,2022-08-06,,205,6,211
212,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-08-06,2022-08-07,,816,2,212
213,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-08-06,2022-08-07,,807,3,213
214,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-08-08,2022-08-08,,620,4,214
215,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-08-09,2022-08-09,10,95,6,215
216,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-08-09,2022-08-10,,679,7,216
217,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-08-11,2022-08-12,,622,1,217
218,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-08-12,2022-08-13,,182,2,218
219,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-08-12,2022-08-12,,988,6,219
220,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-08-14,2022-08-14,,745,4,220
221,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-08-15,2022-08-15,,516,6,221
222,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-08-15,2022-08-15,,268,1,222
223,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-08-17,2022-08-19,,566,5,223
224,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-08-18,2022-08-19,,747,5,224
225,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-08-18,2022-08-18,,802,3,225
226,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-08-20,2022-08-21,,642,6,226
227,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-08-21,2022-08-23,,297,1,227
228,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-08-21,2022-08-23,,577,6,228
229,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-08-23,2022-08-25,,276,2,229
230,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-08-24,2022-08-26,,98,2,230
231,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-08-24,2022-08-24,,421,2,231
232,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-08-26,2022-08-27,,107,7,232
233,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-08-27,2022-08-29,15,923,1,233
234,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-08-27,2022-08-29,,45,7,234
235,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-08-29,2022-08-29,,605,6,235
236,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-08-30,2022-08-31,,317,3,236
237,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-08-30,2022-08-30,,822,6,237
238,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-09-01,2022-09-01,,251,1,238
239,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-09-02,2022-09-02,,962,1,239
240,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-09-02,2022-09-02,,852,5,240
241,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-09-04,2022-09-04,,218,6,241
242,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-09-05,2022-09-07,,543,6,242
243,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-09-05,2022-09-06,20,800,3,243
244,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-09-07,2022-09-09,,131,7,244
245,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-09-08,2022-09-10,,50,4,245
246,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-09-08,2022-09-10,,384,2,246
247,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-09-10,2022-09-11,,905,1,247
248,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-09-11,2022-09-12,,207,5,248
249,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-09-11,2022-09-13,,287,6,249
250,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-09-13,2022-09-13,,312,5,250
251,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-09-14,2022-09-16,,177,4,251
252,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-09-14,2022-09-14,6,136,4,252
253,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-09-16,2022-09-18,,121,3,253
254,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-09-17,2022-09-19,,654,6,254
255,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-09-17,2022-09-17,,944,4,255
256,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-09-19,2022-09-20,,363,4,256
257,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-09-20,2022-09-21,,982,6,257
258,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-09-20,2022-09-20,,533,7,258
259,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-09-22,2022-09-22,,784,1,259
260,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-09-23,2022-09-23,,421,1,260
261,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-09-23,2022-09-24,,927,6,261
262,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-09-25,2022-09-26,,155,6,262
263,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-09-26,2022-09-26,,125,4,263
264,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-09-26,2022-09-28,,153,6,264
265,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-09-28,2022-09-30,,565,5,265
266,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-09-29,2022-09-29,,138,5,266
267,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-09-29,2022-09-30,,362,6,267
268,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-10-01,2022-10-02,18,185,1,268
269,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-10-02,2022-10-03,,614,1,269
270,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-10-02,2022-10-04,,484,5,270
271,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-10-04,2022-10-04,,923,3,271
272,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-10-05,2022-10-06,,575,2,272
273,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-10-05,2022-10-05,,474,3,273
274,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-10-07,2022-10-08,,133,2,274
275,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-10-08,2022-10-09,,980,4,275
276,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-10-08,2022-10-10,,479,7,276
277,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-10-10,2022-10-12,,185,4,277
278,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-10-11,2022-10-12,,282,2,278
279,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-10-11,2022-10-12,,996,4,279
280,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-10-13,2022-10-14,,234,3,280
281,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-10-14,2022-10-15,1,635,6,281
282,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-10-14,2022-10-16,,451,5,282
283,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-10-16,2022-10-16,,109,6,283
284,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-10-17,2022-10-19,,191,1,284
285,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-10-17,2022-10-18,,386,3,285
286,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-10-19,2022-10-19,,339,4,286
287,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-10-20,2022-10-21,,183,1,287
288,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-10-20,2022-10-20,,285,3,288
289,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-10-22,2022-10-23,,134,2,289
290,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-10-23,2022-10-24,,426,2,290
291,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-10-23,2022-10-25,,550,5,291
292,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-10-25,2022-10-25,,724,1,292
293,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-10-26,2022-10-26,,708,2,293
294,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-10-26,2022-10-27,,33,1,294
295,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-10-28,2022-10-30,,49,4,295
296,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-10-29,2022-10-30,,310,3,296
297,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-10-29,2022-10-30,,571,1,297
298,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-10-31,2022-11-02,,469,1,298
299,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-11-01,2022-11-03,,428,1,299
300,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-11-01,2022-11-02,,59,6,300
301,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-11-03,2022-11-05,,47,3,301
302,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-11-04,2022-11-04,,503,1,302
303,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-11-04,2022-11-04,,810,4,303
304,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-11-06,2022-11-08,,551,3,304
305,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-11-07,2022-11-09,13,330,3,305
306,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-11-07,2022-11-07,15,90,4,306
307,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-11-09,2022-11-09,,775,2,307
308,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-11-10,2022-11-12,,475,6,308
309,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-11-10,2022-11-12,,608,6,309
310,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-11-12,2022-11-13,15,170,1,310
311,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-11-13,2022-11-14,,404,2,311
312,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-11-13,2022-11-13,,704,5,312
313,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-11-15,2022-11-17,,454,7,313
314,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-11-16,2022-11-17,,386,7,314
315,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-11-16,2022-11-17,,722,5,315
316,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-11-18,2022-11-19,,423,4,316
317,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-11-19,2022-11-20,,156,3,317
318,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-11-19,2022-11-19,,628,5,318
319,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-11-21,2022-11-23,,445,2,319
320,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-11-22,2022-11-23,,523,3,320
321,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-11-22,2022-11-23,,945,5,321
322,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-11-24,2022-11-24,,682,2,322
323,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-11-25,2022-11-27,,634,5,323
324,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-11-25,2022-11-26,,155,1,324
325,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-11-27,2022-11-28,13,404,4,325
326,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-11-28,2022-11-29,,839,5,326
327,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-11-28,2022-11-29,,37,2,327
328,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-11-30,2022-12-02,17,140,6,328
329,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-12-01,2022-12-02,,341,1,329
330,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-12-01,2022-12-03,,181,3,330
331,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-12-03,2022-12-03,,494,7,331
332,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-12-04,2022-12-06,,860,3,332
333,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-12-04,2022-12-06,,728,2,333
334,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-12-06,2022-12-08,6,341,5,334
335,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-12-07,2022-12-07,,55,5,335
336,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-12-07,2022-12-09,,49,4,336
337,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-12-09,2022-12-11,,807,4,337
338,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-12-10,2022-12-10,,434,3,338
339,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-12-10,2022-12-12,,871,6,339
340,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-12-12,2022-12-13,,773,7,340
341,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-12-13,2022-12-13,,751,1,341
342,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-12-13,2022-12-14,15,397,5,342
343,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-12-15,2022-12-16,,363,4,343
344,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-12-16,2022-12-18,15,817,2,344
345,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-12-16,2022-12-17,,666,3,345
346,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-12-18,2022-12-19,,495,6,346
347,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2022-12-19,2022-12-21,17,384,7,347
348,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2022-12-19,2022-12-19,,201,2,348
349,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2022-12-21,2022-12-21,,411,3,349
350,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2022-12-22,2022-12-24,,342,4,350
351,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2022-12-22,2022-12-23,,529,3,351
352,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2022-12-24,2022-12-25,,945,5,352
353,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2022-12-25,2022-12-27,,473,7,353
354,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2022-12-25,2022-12-25,,907,7,354
355,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2022-12-27,2022-12-28,,825,7,355
356,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2022-12-28,2022-12-29,,625,6,356
357,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2022-12-28,2022-12-29,,803,6,357
358,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2022-12-30,2022-12-30,,811,6,358
359,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2022-12-31,2022-12-31,,94,1,359
360,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2022-12-31,2023-01-01,,801,5,360
361,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-01-02,2023-01-04,,266,6,361
362,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-01-03,2023-01-05,,542,6,362
363,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-01-03,2023-01-05,,732,3,363
364,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-01-05,2023-01-05,,704,6,364
365,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-01-06,2023-01-08,,393,3,365
366,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-01-06,2023-01-06,,187,5,366
367,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-01-08,2023-01-09,,867,5,367
368,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-01-09,2023-01-09,,863,2,368
369,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-01-09,2023-01-10,,141,2,369
370,Engrase de cojinetes,Sustitucion de las piezas desgastadas en los ejes de transmision y engrase de los cojinetes.,2023-01-11,2023-01-13,,734,4,370
371,Inspeccion de circuitos,Inspeccion de los circuitos electricos y ajuste de conexiones flojas en los tableros de control.,2023-01-12,2023-01-14,,265,6,371
372,Lubricacion de friccion,El empleado limpiara y lubricara los componentes criticos en el area de alta friccion para evitar el desgaste prematuro.,2023-01-12,2023-01-14,,934,5,372
373,Prueba de respaldo,Revision de los sistemas de respaldo de energia con prueba de carga para verificar la capacidad de las baterias de emergencia.,2023-01-14,2023-01-15,,620,1,373
374,Engrase de sistema,Lubricacion de los cojinetes en el sistema de transmision y ajuste de las correas.,2023-01-15,2023-01-17,,418,7,374
375,Verificacion de temperatura,Inspeccion del sistema de refrigeracion y verificacion de la temperatura en los componentes criticos.,2023-01-15,2023-01-17,,227,5,375
376,Ajuste de piezas moviles,El empleado ajustara las piezas moviles del transportador y lubricara los puntos de contacto de los ejes.,2023-01-17,2023-01-18,,48,2,376
377,Limpieza de filtros de aire,El empleado verificara el estado de los filtros de aire y realizara una limpieza en profundidad para asegurar el flujo adecuado.,2023-01-18,2023-01-19,,649,4,377
378,Lubricacion externa,El empleado lubricara las piezas moviles del sistema transportador y verificara la presion en los engranajes.,2023-01-18,2023-01-18,,281,5,378
379,Limpieza de filtros,El empleado realizara una limpieza profunda de los filtros de ventilacion y sustituira los obstruidos.,2023-01-20,2023-01-20,,752,5,379
380,Ajuste de valvulas,Inspeccion y ajuste de las valvulas de presion en el sistema hidraulico para asegurar la correcta operacion.,2023-01-21,2023-01-21,,449,4,380
381,Calibracion de sensores,Verificacion y calibracion de los sensores de seguridad en la linea de produccion.,2023-01-21,2023-01-23,,942,3,381
382,Cambio de correas,Reemplazo de correas y ajuste de los tensores en los sistemas de transmision.,2023-01-23,2023-01-23,,148,2,382
383,Comprobacion de presion,Comprobacion de la presion de los sistemas hidraulicos y ajuste de las valvulas segun los parametros definidos.,2023-01-24,2023-01-26,16,75,2,383
