id_informe_iperc,id_proceso,fecha_registro,fecha_act_sup,fecha_act_seg,unidad_minera,area
305,305,2024-10-11,2024-05-27,2024-01-28,Uchucchacua,MANTTO DE EQUIPOS TRACKLESS
306,306,2024-05-26,2024-11-04,2024-01-01,El Faique,MANTTO DE EQUIPOS TRACKLESS
307,307,2024-02-27,2024-01-10,2024-03-03,Cerro Verde,MANTTO DE EQUIPOS TRACKLESS
308,308,2024-01-25,2024-07-31,2024-01-01,Yumpag,MTTO. EQUIPOS
309,309,2024-09-26,2024-07-31,2024-04-20,Coimolache,MTTO. PLANTA
310,310,2023-12-09,2024-10-31,2024-01-17,San Gabriel,MTTO. PLANTA
311,311,2024-08-05,2024-01-30,2024-03-10,Yumpag,MANTTO DE EQUIPOS TRACKLESS
312,312,2023-11-16,2024-01-25,2024-08-16,Coimolache,MANTTO DE EQUIPOS TRACKLESS
313,313,2023-11-23,2023-12-09,2024-01-11,Cerro Verde,MANTTO DE EQUIPOS TRACKLESS
314,314,2023-11-16,2024-04-26,2024-04-13,San Gabriel,MTTO. EQUIPOS
315,315,2024-06-20,2024-04-29,2024-09-27,Uchucchacua,MTTO. EQUIPOS
316,316,2024-01-13,2024-05-05,2024-03-07,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
317,317,2023-12-06,2024-10-19,2023-12-27,Colquijirca,MTTO. PLANTA
318,318,2024-09-08,2024-02-02,2023-12-19,Colquijirca,MTTO. EQUIPOS
319,319,2024-07-14,2024-10-02,2023-11-09,Huanzala,MTTO. SERVICIOS
320,320,2024-11-01,2024-06-28,2024-10-19,Cerro Verde,MTTO. PLANTA
321,321,2024-01-13,2024-10-03,2024-07-06,Julcani,MANTTO DE EQUIPOS TRACKLESS
322,322,2024-03-14,2024-02-20,2024-06-10,San Gabriel,MTTO. EQUIPOS
323,323,2024-05-07,2024-05-20,2024-02-06,Julcani,MTTO. EQUIPOS
324,324,2024-02-21,2023-12-16,2024-06-03,El Faique,MTTO. SERVICIOS
325,325,2024-08-13,2024-06-26,2024-02-15,Orcopampa,MTTO. PLANTA
326,326,2023-12-11,2024-05-25,2024-06-24,Huanzala,MTTO.ELECTRICO
327,327,2024-04-14,2024-10-17,2024-01-21,Julcani,MTTO. EQUIPOS
328,328,2024-04-30,2024-05-07,2023-12-02,Yumpag,MTTO. SERVICIOS
329,329,2023-11-21,2024-02-05,2024-09-20,Cerro Verde,MTTO.ELECTRICO
330,330,2023-12-20,2024-08-26,2024-01-23,Cerro Verde,MTTO. EQUIPOS
331,331,2024-11-01,2024-02-17,2023-12-27,Orcopampa,MTTO. PLANTA
332,332,2024-02-09,2024-09-08,2024-05-16,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
333,333,2023-11-22,2024-01-03,2023-11-22,San Gabriel,MTTO. PLANTA
334,334,2024-07-08,2024-10-19,2024-08-31,Uchucchacua,MTTO. EQUIPOS
335,335,2024-02-22,2024-05-25,2024-07-13,Orcopampa,MTTO. EQUIPOS
336,336,2024-03-07,2024-08-07,2024-05-03,Río Seco,MANTTO DE EQUIPOS TRACKLESS
337,337,2023-11-16,2024-01-29,2024-05-16,San Gabriel,MTTO. SERVICIOS
338,338,2024-04-16,2024-07-08,2024-05-06,Coimolache,MTTO.ELECTRICO
339,339,2024-01-15,2024-01-14,2023-12-19,Río Seco,MTTO. SERVICIOS
340,340,2024-07-28,2024-05-18,2024-06-20,Yumpag,MANTTO DE EQUIPOS TRACKLESS
341,341,2023-12-04,2024-08-10,2024-05-31,Yumpag,MTTO. EQUIPOS
342,342,2024-10-07,2024-07-16,2024-08-29,Coimolache,MTTO. PLANTA
343,343,2024-05-19,2024-04-01,2024-01-28,El Faique,MTTO.ELECTRICO
344,344,2024-02-10,2024-10-23,2024-02-13,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
345,345,2024-08-24,2024-04-04,2024-03-12,Uchucchacua,MTTO.ELECTRICO
346,346,2024-10-16,2023-11-08,2024-07-15,Julcani,MTTO.ELECTRICO
347,347,2024-02-05,2024-05-06,2024-03-25,Coimolache,MTTO. EQUIPOS
348,348,2024-10-04,2023-12-09,2023-11-23,Uchucchacua,MTTO. SERVICIOS
349,349,2024-07-01,2024-08-14,2023-12-18,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
350,350,2023-12-26,2024-05-16,2024-02-18,Colquijirca,MTTO. PLANTA
351,351,2024-04-20,2024-01-16,2024-10-03,La Zanja,MTTO. PLANTA
352,352,2023-12-26,2024-10-23,2024-03-03,Yumpag,MTTO. PLANTA
353,353,2024-10-23,2023-12-17,2024-10-04,Orcopampa,MTTO. PLANTA
354,354,2024-07-23,2024-06-28,2024-03-09,Cerro Verde,MTTO. EQUIPOS
355,355,2024-06-12,2023-11-12,2024-09-05,Uchucchacua,MTTO. EQUIPOS
356,356,2024-10-21,2023-12-14,2024-08-24,San Gabriel,MTTO. SERVICIOS
357,357,2024-10-29,2023-12-14,2024-04-20,Cerro Verde,MANTTO DE EQUIPOS TRACKLESS
358,358,2024-06-07,2024-03-12,2024-02-07,San Gabriel,MTTO. EQUIPOS
359,359,2024-03-22,2023-11-24,2024-03-27,Colquijirca,MTTO. EQUIPOS
360,360,2023-11-22,2024-09-09,2024-09-08,Julcani,MTTO. SERVICIOS
361,361,2024-02-02,2024-09-08,2024-04-25,El Faique,MTTO. PLANTA
362,362,2024-01-09,2024-01-28,2023-11-22,San Gabriel,MTTO.ELECTRICO
363,363,2024-07-24,2024-04-05,2024-07-01,Julcani,MTTO.ELECTRICO
364,364,2024-10-04,2024-07-19,2024-04-26,El Faique,MTTO. EQUIPOS
365,365,2024-04-16,2024-01-09,2024-02-19,San Gabriel,MTTO.ELECTRICO
366,366,2023-12-01,2024-02-21,2024-09-26,Julcani,MTTO. EQUIPOS
367,367,2024-08-13,2024-02-14,2024-06-15,Yumpag,MTTO. PLANTA
368,368,2024-04-19,2023-11-10,2024-07-26,Huanzala,MTTO. EQUIPOS
369,369,2024-02-22,2024-07-27,2024-03-22,Huanzala,MTTO. EQUIPOS
370,370,2023-12-02,2024-04-14,2024-02-10,Julcani,MTTO. EQUIPOS
371,371,2024-06-05,2024-03-06,2024-03-31,Julcani,MANTTO DE EQUIPOS TRACKLESS
372,372,2024-10-23,2024-04-07,2024-10-06,Uchucchacua,MTTO. EQUIPOS
373,373,2024-06-13,2024-07-04,2024-07-31,El Faique,MANTTO DE EQUIPOS TRACKLESS
374,374,2024-09-09,2024-09-16,2024-04-29,El Faique,MTTO.ELECTRICO
375,375,2024-01-17,2024-06-22,2024-01-12,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
376,376,2024-06-04,2024-10-07,2023-11-06,Coimolache,MTTO. PLANTA
377,377,2024-09-07,2024-05-11,2024-07-20,Huanzala,MTTO. SERVICIOS
378,378,2024-01-01,2023-12-22,2024-07-29,Tambomayo,MTTO. SERVICIOS
379,379,2024-09-11,2024-10-07,2024-05-01,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
380,380,2024-05-06,2023-12-04,2024-10-10,Tambomayo,MTTO.ELECTRICO
381,381,2024-07-07,2024-04-09,2024-07-05,Yumpag,MTTO. SERVICIOS
382,382,2024-02-26,2024-03-21,2024-07-09,Colquijirca,MTTO. PLANTA
383,383,2024-02-08,2023-12-20,2024-04-08,Colquijirca,MTTO. PLANTA
384,384,2024-03-01,2024-07-01,2024-08-26,El Faique,MTTO. PLANTA
385,385,2023-11-22,2024-04-04,2024-05-30,Río Seco,MANTTO DE EQUIPOS TRACKLESS
386,386,2023-12-22,2024-04-26,2023-11-30,Julcani,MTTO. EQUIPOS
387,387,2023-11-21,2024-11-02,2024-01-02,Uchucchacua,MTTO. EQUIPOS
388,388,2024-09-25,2024-06-01,2024-05-14,Uchucchacua,MTTO. EQUIPOS
389,389,2024-07-13,2024-05-06,2024-08-27,Coimolache,MTTO. PLANTA
390,390,2024-04-04,2024-07-05,2024-07-05,Coimolache,MANTTO DE EQUIPOS TRACKLESS
391,391,2023-12-30,2023-12-28,2024-01-09,La Zanja,MTTO.ELECTRICO
392,392,2024-07-20,2023-11-16,2024-04-01,Julcani,MTTO. EQUIPOS
393,393,2024-01-21,2024-06-16,2024-07-11,La Zanja,MTTO. EQUIPOS
394,394,2024-08-12,2024-08-19,2024-07-15,La Zanja,MTTO. PLANTA
395,395,2024-02-12,2024-07-18,2024-02-23,Coimolache,MTTO. EQUIPOS
396,396,2024-01-02,2023-12-22,2024-01-04,Río Seco,MTTO. EQUIPOS
397,397,2024-01-16,2024-09-27,2024-10-03,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
398,398,2024-04-21,2024-09-27,2024-04-27,Julcani,MTTO. SERVICIOS
399,399,2024-06-11,2024-02-06,2024-04-09,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
400,400,2024-03-21,2024-01-30,2024-10-24,San Gabriel,MTTO. EQUIPOS
401,401,2024-03-14,2024-05-23,2024-01-19,El Faique,MTTO. PLANTA
402,402,2024-07-07,2024-02-17,2024-02-15,Coimolache,MTTO. EQUIPOS
403,403,2024-03-06,2024-02-26,2023-12-03,Cerro Verde,MANTTO DE EQUIPOS TRACKLESS
404,404,2024-08-11,2024-03-09,2024-07-22,Colquijirca,MTTO. EQUIPOS
405,405,2024-03-23,2024-10-19,2024-09-18,Colquijirca,MTTO. PLANTA
406,406,2024-09-01,2024-10-02,2024-04-12,Huanzala,MTTO. PLANTA
407,407,2024-10-24,2024-10-12,2024-09-09,Uchucchacua,MTTO. PLANTA
408,408,2024-08-09,2024-07-06,2024-04-09,San Gabriel,MTTO. EQUIPOS
409,409,2024-05-08,2024-08-28,2024-02-29,Río Seco,MTTO. EQUIPOS
410,410,2024-06-27,2024-07-08,2024-08-05,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
411,411,2024-06-13,2024-08-03,2023-11-16,San Gabriel,MTTO. PLANTA
412,412,2024-01-10,2024-05-10,2024-03-19,Orcopampa,MTTO. EQUIPOS
413,413,2024-07-26,2024-09-25,2024-08-02,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
414,414,2023-12-08,2024-10-22,2024-03-18,Yumpag,MTTO.ELECTRICO
415,415,2024-01-03,2024-06-09,2024-01-02,Coimolache,MTTO. EQUIPOS
416,416,2023-11-28,2024-01-03,2024-09-18,Colquijirca,MTTO. EQUIPOS
417,417,2023-12-10,2024-08-16,2024-04-18,El Faique,MTTO. PLANTA
418,418,2024-10-11,2024-03-30,2024-09-29,Río Seco,MTTO. EQUIPOS
419,419,2024-10-08,2024-08-05,2024-08-30,Coimolache,MTTO. EQUIPOS
420,420,2024-08-31,2024-11-02,2023-11-17,Orcopampa,MTTO. EQUIPOS
421,421,2024-01-23,2024-04-20,2024-05-24,Coimolache,MTTO. EQUIPOS
422,422,2024-02-19,2024-01-28,2024-01-15,La Zanja,MTTO. EQUIPOS
423,423,2024-02-23,2024-11-03,2024-05-08,Cerro Verde,MANTTO DE EQUIPOS TRACKLESS
424,424,2024-02-15,2024-03-06,2024-04-30,Colquijirca,MTTO. EQUIPOS
425,425,2023-11-27,2024-02-19,2024-04-14,Colquijirca,MTTO. PLANTA
426,426,2024-10-03,2024-07-20,2024-05-29,San Gabriel,MTTO. EQUIPOS
427,427,2024-08-20,2024-02-01,2024-08-06,El Faique,MTTO. EQUIPOS
428,428,2024-07-17,2024-05-03,2024-06-29,San Gabriel,MTTO. EQUIPOS
429,429,2023-11-11,2024-04-25,2024-09-25,La Zanja,MTTO. EQUIPOS
430,430,2024-03-22,2024-06-24,2024-08-09,Río Seco,MTTO.ELECTRICO
431,431,2023-12-23,2024-06-29,2024-04-25,Uchucchacua,MTTO. EQUIPOS
432,432,2024-03-16,2024-01-27,2024-07-18,El Faique,MTTO. EQUIPOS
433,433,2024-06-08,2024-02-13,2023-12-21,San Gabriel,MTTO. EQUIPOS
434,434,2024-09-04,2023-11-09,2024-07-02,Colquijirca,MTTO. PLANTA
435,435,2024-04-28,2024-05-20,2024-03-19,Huanzala,MTTO.ELECTRICO
436,436,2024-07-29,2024-10-25,2024-10-17,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
437,437,2024-10-21,2024-06-05,2024-10-24,Orcopampa,MTTO. SERVICIOS
438,438,2024-05-30,2024-07-03,2024-09-07,Colquijirca,MTTO. EQUIPOS
439,439,2024-04-01,2024-09-01,2024-07-23,San Gabriel,MTTO. EQUIPOS
440,440,2024-09-17,2024-06-21,2023-12-04,Julcani,MTTO.ELECTRICO
441,441,2024-10-08,2023-12-09,2024-07-10,Huanzala,MTTO. EQUIPOS
442,442,2024-06-16,2024-10-05,2024-07-24,Coimolache,MANTTO DE EQUIPOS TRACKLESS
443,443,2024-06-25,2024-03-19,2024-01-20,Yumpag,MANTTO DE EQUIPOS TRACKLESS
444,444,2024-02-20,2024-03-23,2024-11-03,Cerro Verde,MTTO. SERVICIOS
445,445,2024-02-16,2023-11-29,2024-01-19,Orcopampa,MTTO.ELECTRICO
446,446,2024-03-13,2024-08-19,2024-01-08,San Gabriel,MTTO. PLANTA
447,447,2024-05-17,2024-07-15,2024-05-03,Orcopampa,MTTO. EQUIPOS
448,448,2024-03-04,2024-04-01,2024-07-05,Coimolache,MTTO. EQUIPOS
449,449,2023-12-07,2024-06-22,2023-11-11,Yumpag,MTTO. SERVICIOS
450,450,2024-04-15,2024-03-06,2024-06-14,El Faique,MTTO. PLANTA
451,451,2023-11-16,2024-02-19,2023-11-13,Huanzala,MANTTO DE EQUIPOS TRACKLESS
452,452,2024-04-28,2024-09-09,2024-11-03,San Gabriel,MTTO. EQUIPOS
453,453,2024-03-29,2024-05-29,2024-04-27,Yumpag,MTTO. EQUIPOS
454,454,2024-08-18,2024-10-04,2024-01-03,Uchucchacua,MTTO. EQUIPOS
455,455,2024-11-04,2024-06-30,2024-01-01,San Gabriel,MTTO. SERVICIOS
456,456,2024-05-25,2023-11-09,2024-02-20,Cerro Verde,MTTO. EQUIPOS
457,457,2023-12-13,2024-03-27,2024-08-01,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
458,458,2023-11-27,2024-08-29,2024-08-06,Río Seco,MTTO. SERVICIOS
459,459,2024-08-22,2024-05-08,2024-07-14,Orcopampa,MTTO.ELECTRICO
460,460,2023-12-05,2024-08-24,2024-10-01,Orcopampa,MANTTO DE EQUIPOS TRACKLESS
461,461,2024-08-18,2024-03-05,2024-08-06,San Gabriel,MTTO. SERVICIOS
462,462,2024-09-02,2024-02-08,2024-09-19,Orcopampa,MTTO. EQUIPOS
463,463,2023-12-16,2024-03-24,2024-06-14,Julcani,MTTO. EQUIPOS
464,464,2023-11-08,2024-09-03,2024-10-18,El Faique,MTTO. EQUIPOS
465,465,2024-02-29,2024-01-10,2024-06-28,Orcopampa,MANTTO DE EQUIPOS TRACKLESS
466,466,2024-10-18,2024-06-27,2024-01-29,Orcopampa,MTTO.ELECTRICO
467,467,2024-05-25,2024-05-11,2024-05-30,Coimolache,MANTTO DE EQUIPOS TRACKLESS
468,468,2024-05-31,2024-10-18,2024-05-16,San Gabriel,MTTO. EQUIPOS
469,469,2023-12-24,2024-11-05,2024-04-29,Uchucchacua,MTTO. SERVICIOS
470,470,2024-06-08,2024-04-03,2024-06-26,Colquijirca,MTTO. PLANTA
471,471,2024-05-31,2024-05-14,2024-09-26,Uchucchacua,MTTO.ELECTRICO
472,472,2024-05-09,2024-04-24,2024-04-02,Tambomayo,MTTO. SERVICIOS
473,473,2023-12-16,2024-06-15,2024-08-04,Tambomayo,MTTO.ELECTRICO
474,474,2024-05-13,2024-01-23,2024-07-31,San Gabriel,MTTO. EQUIPOS
475,475,2024-03-20,2024-10-10,2024-06-22,Colquijirca,MTTO. PLANTA
476,476,2023-11-24,2024-03-23,2024-08-13,Orcopampa,MTTO.ELECTRICO
477,477,2024-06-23,2024-09-16,2024-05-16,Cerro Verde,MTTO. SERVICIOS
478,478,2024-07-10,2024-01-19,2024-08-11,Orcopampa,MTTO. EQUIPOS
479,479,2024-09-12,2024-03-20,2024-07-02,Colquijirca,MTTO. SERVICIOS
480,480,2023-12-31,2024-09-05,2024-06-15,La Zanja,MANTTO DE EQUIPOS TRACKLESS
481,481,2024-01-13,2023-12-30,2023-12-31,Colquijirca,MTTO. SERVICIOS
482,482,2023-12-04,2024-06-22,2024-07-24,La Zanja,MTTO. SERVICIOS
483,483,2024-09-05,2024-01-11,2024-01-10,Yumpag,MTTO. EQUIPOS
484,484,2024-07-19,2024-08-31,2024-01-14,Julcani,MANTTO DE EQUIPOS TRACKLESS
485,485,2024-01-11,2024-04-11,2024-09-08,La Zanja,MANTTO DE EQUIPOS TRACKLESS
486,486,2024-02-08,2023-12-17,2024-05-21,Julcani,MTTO. SERVICIOS
487,487,2024-06-19,2024-03-06,2023-11-28,El Faique,MANTTO DE EQUIPOS TRACKLESS
488,488,2024-05-02,2024-09-27,2024-04-12,San Gabriel,MTTO. EQUIPOS
489,489,2024-08-04,2023-11-29,2024-10-09,Uchucchacua,MTTO. SERVICIOS
490,490,2024-09-28,2023-11-18,2024-11-01,Tambomayo,MTTO. SERVICIOS
491,491,2024-04-22,2024-06-23,2024-10-01,La Zanja,MTTO. EQUIPOS
492,492,2023-12-24,2024-07-20,2024-06-16,La Zanja,MTTO. EQUIPOS
493,493,2024-04-12,2024-06-04,2024-07-05,Cerro Verde,MTTO. EQUIPOS
494,494,2024-10-12,2024-05-28,2024-09-10,Colquijirca,MTTO. EQUIPOS
495,495,2023-12-01,2024-10-20,2024-07-09,Huanzala,MTTO. EQUIPOS
496,496,2023-11-07,2024-06-02,2024-02-17,La Zanja,MTTO.ELECTRICO
497,497,2024-06-14,2024-09-14,2024-01-24,Cerro Verde,MTTO. EQUIPOS
498,498,2023-12-06,2024-11-04,2024-09-07,Tambomayo,MTTO. PLANTA
499,499,2024-07-07,2024-10-30,2024-09-26,La Zanja,MANTTO DE EQUIPOS TRACKLESS
500,500,2024-04-09,2024-05-29,2024-07-14,Cerro Verde,MTTO. EQUIPOS
501,501,2024-08-10,2024-02-18,2024-07-31,Yumpag,MANTTO DE EQUIPOS TRACKLESS
502,502,2024-04-12,2024-09-27,2024-04-03,Coimolache,MTTO. PLANTA
503,503,2024-10-26,2024-03-07,2024-03-17,Colquijirca,MTTO. EQUIPOS
504,504,2024-03-05,2024-04-08,2024-01-27,El Faique,MTTO. PLANTA
505,505,2024-05-24,2024-03-24,2024-07-02,Cerro Verde,MTTO.ELECTRICO
506,506,2023-12-12,2024-09-01,2023-12-26,Orcopampa,MTTO. PLANTA
507,507,2024-08-28,2024-01-29,2024-05-16,Tambomayo,MTTO. EQUIPOS
508,508,2024-06-16,2024-08-18,2024-08-18,El Faique,MANTTO DE EQUIPOS TRACKLESS
509,509,2024-11-04,2024-07-18,2024-09-18,La Zanja,MTTO. EQUIPOS
510,510,2023-12-26,2024-08-09,2024-11-04,Yumpag,MTTO. EQUIPOS
511,511,2023-12-21,2024-10-27,2024-08-26,Huanzala,MTTO. SERVICIOS
512,512,2024-05-13,2024-10-05,2024-04-21,Uchucchacua,MTTO. SERVICIOS
513,513,2024-10-25,2023-12-13,2024-10-09,Julcani,MTTO. EQUIPOS
514,514,2024-10-07,2024-08-07,2024-03-27,El Faique,MANTTO DE EQUIPOS TRACKLESS
515,515,2024-10-15,2024-05-27,2024-04-04,Huanzala,MTTO. PLANTA
516,516,2024-07-10,2024-01-19,2023-11-24,Huanzala,MTTO.ELECTRICO
517,517,2024-10-09,2024-01-23,2024-09-05,Uchucchacua,MTTO. SERVICIOS
518,518,2024-08-11,2024-05-20,2023-12-20,Julcani,MTTO.ELECTRICO
519,519,2024-05-22,2023-12-30,2024-04-14,Río Seco,MANTTO DE EQUIPOS TRACKLESS
520,520,2023-12-16,2024-08-28,2024-09-23,Julcani,MTTO. EQUIPOS
521,521,2024-04-20,2024-06-04,2024-09-21,Cerro Verde,MTTO. PLANTA
522,522,2023-11-18,2024-06-15,2024-04-09,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
523,523,2024-05-14,2024-07-27,2023-12-27,Tambomayo,MTTO. PLANTA
524,524,2023-12-28,2024-03-22,2023-11-25,Julcani,MTTO. EQUIPOS
525,525,2024-04-14,2024-07-26,2023-11-28,Huanzala,MTTO. PLANTA
526,526,2024-10-10,2024-05-19,2023-12-16,Orcopampa,MTTO.ELECTRICO
527,527,2024-05-05,2024-04-04,2024-07-26,Orcopampa,MANTTO DE EQUIPOS TRACKLESS
528,528,2024-07-23,2024-02-11,2024-08-06,El Faique,MTTO. EQUIPOS
529,529,2024-11-01,2024-06-10,2024-09-24,La Zanja,MTTO. PLANTA
530,530,2024-10-23,2024-03-15,2024-11-03,Río Seco,MTTO. EQUIPOS
531,531,2024-09-28,2023-12-15,2024-05-07,Colquijirca,MTTO. EQUIPOS
532,532,2024-01-17,2024-05-23,2024-02-08,Tambomayo,MTTO. EQUIPOS
533,533,2024-02-26,2024-05-01,2023-12-20,Tambomayo,MTTO. SERVICIOS
534,534,2024-01-08,2024-04-10,2023-11-26,Huanzala,MTTO. EQUIPOS
535,535,2024-05-16,2024-01-24,2024-06-17,Uchucchacua,MTTO. EQUIPOS
536,536,2024-02-13,2024-05-05,2023-12-09,Julcani,MANTTO DE EQUIPOS TRACKLESS
537,537,2024-10-16,2024-10-02,2024-05-20,Tambomayo,MTTO. EQUIPOS
538,538,2024-05-27,2024-10-02,2024-07-31,Coimolache,MTTO. PLANTA
539,539,2024-06-16,2024-09-23,2024-04-17,El Faique,MTTO. EQUIPOS
540,540,2024-03-27,2024-10-18,2024-04-15,Julcani,MANTTO DE EQUIPOS TRACKLESS
541,541,2024-08-29,2024-10-09,2023-12-10,Río Seco,MTTO. SERVICIOS
542,542,2024-10-30,2024-05-10,2024-11-03,El Faique,MTTO. EQUIPOS
543,543,2024-08-12,2023-11-19,2024-09-25,Río Seco,MANTTO DE EQUIPOS TRACKLESS
544,544,2023-12-16,2023-11-30,2024-10-03,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
545,545,2024-01-12,2024-09-01,2024-02-11,Uchucchacua,MTTO. SERVICIOS
546,546,2024-10-22,2024-07-05,2024-02-27,Uchucchacua,MTTO. EQUIPOS
547,547,2024-06-06,2024-09-08,2024-05-25,Coimolache,MTTO. EQUIPOS
548,548,2024-10-27,2024-04-28,2024-07-26,Tambomayo,MTTO. EQUIPOS
549,549,2024-08-18,2024-02-10,2024-07-26,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
550,550,2024-06-19,2024-10-16,2024-09-11,Río Seco,MTTO. PLANTA
551,551,2024-10-20,2024-07-08,2024-01-05,La Zanja,MTTO.ELECTRICO
552,552,2024-10-20,2024-01-31,2024-05-30,Uchucchacua,MTTO. EQUIPOS
553,553,2024-08-11,2024-10-06,2024-09-19,Río Seco,MANTTO DE EQUIPOS TRACKLESS
554,554,2024-09-21,2024-04-26,2024-08-25,Río Seco,MTTO. EQUIPOS
555,555,2024-03-01,2023-12-07,2024-04-23,Colquijirca,MTTO. EQUIPOS
556,556,2024-02-10,2024-01-20,2023-11-22,Uchucchacua,MTTO. SERVICIOS
557,557,2024-01-19,2024-06-16,2024-08-10,Tambomayo,MTTO. EQUIPOS
558,558,2023-12-25,2024-07-15,2023-12-11,Yumpag,MTTO. SERVICIOS
559,559,2023-11-12,2024-01-01,2024-06-06,Huanzala,MTTO.ELECTRICO
560,560,2023-11-30,2024-01-30,2024-09-30,Yumpag,MTTO. SERVICIOS
561,561,2024-03-25,2024-04-21,2024-08-31,Yumpag,MANTTO DE EQUIPOS TRACKLESS
562,562,2023-12-17,2024-06-15,2024-08-25,La Zanja,MTTO.ELECTRICO
563,563,2024-02-12,2024-06-20,2024-01-08,San Gabriel,MTTO. EQUIPOS
564,564,2024-07-15,2024-03-16,2023-12-31,Uchucchacua,MANTTO DE EQUIPOS TRACKLESS
565,565,2024-02-11,2024-06-27,2024-01-25,Uchucchacua,MTTO. SERVICIOS
566,566,2024-10-20,2024-10-12,2024-08-15,Río Seco,MTTO. EQUIPOS
567,567,2024-03-15,2024-01-06,2024-11-02,Orcopampa,MTTO. EQUIPOS
568,568,2024-05-27,2024-10-28,2023-11-17,Río Seco,MTTO. PLANTA
569,569,2024-08-18,2024-09-23,2023-12-17,El Faique,MTTO.ELECTRICO
570,570,2024-04-09,2024-04-22,2024-04-07,Colquijirca,MANTTO DE EQUIPOS TRACKLESS
571,571,2024-04-21,2024-08-15,2024-11-03,La Zanja,MTTO. EQUIPOS
572,572,2024-07-03,2023-12-31,2024-07-26,Coimolache,MTTO. PLANTA
573,573,2024-02-25,2024-06-10,2024-03-26,Tambomayo,MTTO. EQUIPOS
574,574,2024-06-26,2024-06-24,2024-08-28,San Gabriel,MTTO. PLANTA
575,575,2024-10-24,2024-04-16,2024-06-16,San Gabriel,MTTO.ELECTRICO
576,576,2024-04-09,2024-09-09,2024-03-10,Yumpag,MTTO. EQUIPOS
577,577,2024-07-20,2023-11-14,2024-03-25,Huanzala,MTTO.ELECTRICO
578,578,2024-10-28,2023-12-30,2023-11-30,Río Seco,MTTO. PLANTA
579,579,2024-05-08,2024-05-17,2023-12-29,Yumpag,MTTO. EQUIPOS
580,580,2024-07-18,2024-09-03,2024-01-24,Uchucchacua,MTTO. SERVICIOS
581,581,2024-06-19,2024-02-18,2024-06-12,Huanzala,MTTO. EQUIPOS
582,582,2024-03-05,2024-10-19,2024-10-26,Huanzala,MTTO.ELECTRICO
583,583,2024-04-24,2024-10-25,2024-07-19,Yumpag,MTTO. EQUIPOS
584,584,2024-09-10,2024-10-26,2024-02-08,Tambomayo,MTTO. EQUIPOS
585,585,2024-02-07,2024-10-16,2024-03-01,Coimolache,MTTO. EQUIPOS
586,586,2024-07-11,2024-08-29,2024-10-01,Tambomayo,MTTO. EQUIPOS
587,587,2024-03-02,2024-09-24,2024-02-10,Huanzala,MTTO. EQUIPOS
588,588,2024-02-09,2023-11-25,2024-07-21,Colquijirca,MTTO.ELECTRICO
589,589,2024-03-17,2024-01-10,2024-08-20,La Zanja,MTTO. EQUIPOS
590,590,2024-07-05,2024-06-22,2024-02-09,El Faique,MTTO. SERVICIOS
591,591,2024-09-29,2024-02-09,2024-10-04,Tambomayo,MANTTO DE EQUIPOS TRACKLESS
592,592,2023-11-14,2024-07-15,2024-01-01,Cerro Verde,MTTO. SERVICIOS
593,593,2024-07-08,2024-04-25,2024-02-03,Orcopampa,MTTO. PLANTA
594,594,2024-03-17,2024-08-11,2024-07-22,Cerro Verde,MTTO. EQUIPOS
595,595,2024-09-12,2024-01-27,2024-07-15,Río Seco,MTTO. EQUIPOS
596,596,2024-10-15,2024-08-14,2024-02-01,Tambomayo,MTTO.ELECTRICO
597,597,2024-06-15,2024-06-28,2024-02-06,Coimolache,MTTO.ELECTRICO
598,598,2024-02-17,2024-04-08,2024-01-08,Cerro Verde,MTTO. SERVICIOS
599,599,2024-05-21,2024-04-11,2023-11-07,El Faique,MTTO. SERVICIOS
600,600,2024-02-06,2023-12-14,2024-04-04,Julcani,MANTTO DE EQUIPOS TRACKLESS
601,601,2024-04-28,2024-05-28,2024-01-08,Julcani,MTTO. EQUIPOS
602,602,2024-01-30,2024-01-13,2024-07-03,Orcopampa,MTTO. EQUIPOS
603,603,2023-12-28,2024-05-26,2024-03-16,Coimolache,MTTO. SERVICIOS
604,604,2024-03-05,2024-04-03,2024-02-23,Cerro Verde,MTTO. PLANTA
605,605,2024-10-03,2024-04-08,2024-07-14,Río Seco,MTTO.ELECTRICO
606,606,2023-11-16,2024-09-18,2024-06-06,Cerro Verde,MTTO. PLANTA
607,607,2024-05-16,2024-05-12,2024-07-27,San Gabriel,MANTTO DE EQUIPOS TRACKLESS
608,608,2023-11-24,2024-06-23,2024-10-23,La Zanja,MTTO. EQUIPOS
