Descripcion_tarea,Puesto_trabajo,Cond_operacional,Id_tarea,Id_actividad,id_tarea,id_actividad
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,deberes ocasionales,158,39,243,45
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,deberes ocasionales,209,100,244,45
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,deberes ocasionales,139,44,245,45
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,recados semanales,289,76,246,45
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,recados semanales,120,31,247,45
Inspeccionar las bandas transportadoras en busca de desgaste,Gerente de Instalaciones,metas anuales,232,272,248,45
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,responsabilidades habituales,100,142,249,46
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,Tareas diarias,278,219,250,47
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,metas anuales,39,90,251,47
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Coordinador de Mantenimiento,obligaciones frecuentes,176,291,252,47
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,deberes ocasionales,164,4,253,47
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,Tareas diarias,122,104,254,47
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,responsabilidades habituales,66,43,255,47
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,deberes ocasionales,171,265,256,47
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Coordinador de Mantenimiento,obligaciones frecuentes,38,161,257,47
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,obligaciones frecuentes,291,260,258,48
Probar los sistemas de deteccion de gases para verificar su precision,Gerente de Instalaciones,metas anuales,253,25,259,48
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento Preventivo,responsabilidades habituales,73,263,260,49
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,responsabilidades habituales,248,188,261,49
Inspeccionar las bandas transportadoras en busca de desgaste,Especialista en Mantenimiento Preventivo,deberes ocasionales,25,75,262,49
Probar la iluminacion de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,67,271,263,49
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento,asignaciones regulares,242,103,264,49
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Coordinador de Mantenimiento,metas anuales,173,186,265,49
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,Tareas diarias,240,180,266,50
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,responsabilidades habituales,179,296,267,50
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,Tareas diarias,242,12,268,51
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,metas anuales,39,15,269,51
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,deberes ocasionales,25,151,270,52
Inspeccionar las bandas transportadoras en busca de desgaste,Inspector de Mantenimiento,obligaciones frecuentes,148,228,271,52
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,deberes ocasionales,276,63,272,52
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,109,246,273,52
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,Tareas diarias,246,182,274,53
Inspeccionar el andamiaje para asegurar su estabilidad,Coordinador de Mantenimiento,Tareas diarias,111,291,275,53
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,metas anuales,286,110,276,53
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,obligaciones frecuentes,34,286,277,53
Probar los sistemas de deteccion de gases para verificar su precision,Inspector de Mantenimiento,asignaciones regulares,136,295,278,53
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,responsabilidades habituales,102,98,279,53
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,118,41,280,53
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,obligaciones frecuentes,231,221,281,53
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,84,14,282,54
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,recados semanales,156,14,283,54
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,responsabilidades habituales,44,179,284,55
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,Tareas diarias,185,75,285,55
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,deberes ocasionales,17,158,286,55
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,responsabilidades habituales,21,250,287,55
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,metas anuales,14,229,288,55
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,metas anuales,23,134,289,55
Revisar las salidas de emergencia para detectar obstrucciones,Gerente de Instalaciones,deberes ocasionales,281,82,290,56
Inspeccionar las bandas transportadoras en busca de desgaste,Supervisor de Mantenimiento,asignaciones regulares,128,31,291,56
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,asignaciones regulares,124,8,292,56
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Supervisor de Mantenimiento,asignaciones regulares,125,147,293,56
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,50,203,294,56
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento,obligaciones frecuentes,194,185,295,56
Inspeccionar las bandas transportadoras en busca de desgaste,Inspector de Mantenimiento,obligaciones frecuentes,112,203,296,56
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,Tareas diarias,168,75,297,56
Probar los sistemas de alarma para verificar su respuesta,Planificador de Mantenimiento,asignaciones regulares,153,63,298,56
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,metas anuales,76,109,299,56
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,Tareas diarias,273,217,300,57
Inspeccionar las bandas transportadoras en busca de desgaste,Lider de Equipo de Mantenimiento,Tareas diarias,62,35,301,57
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,deberes ocasionales,116,137,302,57
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,recados semanales,268,141,303,58
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,metas anuales,160,263,304,58
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Supervisor de Mantenimiento,Tareas diarias,60,211,305,58
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,metas anuales,157,225,306,58
Inspeccionar las bandas transportadoras en busca de desgaste,Coordinador de Mantenimiento,metas anuales,296,103,307,59
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,Tareas diarias,37,26,308,59
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,132,211,309,59
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,metas anuales,235,288,310,59
Probar los sistemas de alarma para verificar su respuesta,Lider de Equipo de Mantenimiento,deberes ocasionales,209,263,311,60
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,6,237,312,60
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,Tareas diarias,29,190,313,60
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,responsabilidades habituales,18,118,314,60
Inspeccionar las bandas transportadoras en busca de desgaste,Inspector de Mantenimiento,deberes ocasionales,260,283,315,60
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,Tareas diarias,112,214,316,60
Revisar las salidas de emergencia para detectar obstrucciones,Supervisor de Mantenimiento,Tareas diarias,256,93,317,61
Probar los sistemas de deteccion de gases para verificar su precision,Supervisor de Mantenimiento,asignaciones regulares,223,88,318,62
Probar la iluminacion de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,obligaciones frecuentes,4,187,319,63
Probar los sistemas de alarma para verificar su respuesta,Ingeniero de Mantenimiento Preventivo,metas anuales,168,94,320,64
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,asignaciones regulares,112,3,321,64
Inspeccionar el andamiaje para asegurar su estabilidad,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,49,101,322,64
Probar los sistemas de deteccion de gases para verificar su precision,Lider de Equipo de Mantenimiento,deberes ocasionales,162,135,323,64
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,metas anuales,192,143,324,64
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,deberes ocasionales,154,241,325,64
Revisar las salidas de emergencia para detectar obstrucciones,Supervisor de Mantenimiento,recados semanales,145,276,326,64
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,deberes ocasionales,201,144,327,65
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,deberes ocasionales,224,205,328,65
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,responsabilidades habituales,156,143,329,66
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,Tareas diarias,133,28,330,66
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,recados semanales,6,72,331,66
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,metas anuales,6,59,332,66
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,metas anuales,57,225,333,66
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,metas anuales,38,218,334,67
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,Tareas diarias,141,252,335,67
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,metas anuales,54,78,336,67
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,metas anuales,176,202,337,67
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento,obligaciones frecuentes,251,17,338,67
Probar los botones de parada de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,178,34,339,67
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Inspector de Mantenimiento,asignaciones regulares,289,47,340,67
Probar la iluminacion de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,112,99,341,67
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Especialista en Mantenimiento Preventivo,asignaciones regulares,277,104,342,67
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento,Tareas diarias,98,263,343,67
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,38,149,344,68
Probar los sistemas de deteccion de gases para verificar su precision,Ingeniero de Mantenimiento Preventivo,Tareas diarias,7,177,345,68
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,180,127,346,68
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,obligaciones frecuentes,80,40,347,68
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Especialista en Mantenimiento Preventivo,responsabilidades habituales,299,190,348,68
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento,deberes ocasionales,61,31,349,68
Inspeccionar los arneses de seguridad en busca de danos,Lider de Equipo de Mantenimiento,recados semanales,281,20,350,69
Probar los botones de parada de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,asignaciones regulares,53,173,351,69
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,153,4,352,69
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento Preventivo,Tareas diarias,244,194,353,70
Probar los botones de parada de emergencia para verificar su funcionalidad,Tecnico de Mantenimiento Preventivo,asignaciones regulares,155,68,354,70
Probar la iluminacion de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,asignaciones regulares,91,253,355,70
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,metas anuales,27,65,356,70
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,Tareas diarias,262,31,357,70
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,deberes ocasionales,225,266,358,70
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,asignaciones regulares,208,247,359,70
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento,obligaciones frecuentes,32,93,360,70
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Lider de Equipo de Mantenimiento,metas anuales,167,15,361,71
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,Tareas diarias,156,142,362,71
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,metas anuales,223,178,363,71
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,recados semanales,260,297,364,71
Revisar las salidas de emergencia para detectar obstrucciones,Gerente de Instalaciones,obligaciones frecuentes,228,143,365,71
Inspeccionar los arneses de seguridad en busca de danos,Gerente de Instalaciones,responsabilidades habituales,79,35,366,71
Inspeccionar los arneses de seguridad en busca de danos,Ingeniero de Mantenimiento Preventivo,recados semanales,34,192,367,71
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,recados semanales,211,68,368,71
Revisar las salidas de emergencia para detectar obstrucciones,Tecnico de Mantenimiento Preventivo,asignaciones regulares,179,79,369,71
Revisar las salidas de emergencia para detectar obstrucciones,Inspector de Mantenimiento,asignaciones regulares,267,114,370,71
Probar la iluminacion de emergencia para verificar su funcionalidad,Gerente de Instalaciones,Tareas diarias,143,104,371,72
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,obligaciones frecuentes,184,203,372,72
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,asignaciones regulares,185,291,373,72
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento Preventivo,asignaciones regulares,283,49,374,72
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,asignaciones regulares,88,22,375,72
Probar los botones de parada de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,responsabilidades habituales,179,70,376,72
Probar los sistemas de deteccion de gases para verificar su precision,Especialista en Mantenimiento Preventivo,responsabilidades habituales,290,79,377,72
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,asignaciones regulares,91,300,378,72
Revisar las salidas de emergencia para detectar obstrucciones,Planificador de Mantenimiento,obligaciones frecuentes,97,73,379,72
Probar los sistemas de alarma para verificar su respuesta,Planificador de Mantenimiento,responsabilidades habituales,195,198,380,73
Probar los botones de parada de emergencia para verificar su funcionalidad,Gerente de Instalaciones,metas anuales,162,153,381,73
Probar los sistemas de deteccion de gases para verificar su precision,Planificador de Mantenimiento,responsabilidades habituales,142,253,382,73
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Planificador de Mantenimiento,recados semanales,136,15,383,73
Inspeccionar los arneses de seguridad en busca de danos,Gerente de Instalaciones,asignaciones regulares,50,125,384,73
Probar los sistemas de deteccion de gases para verificar su precision,Gerente de Instalaciones,obligaciones frecuentes,99,73,385,73
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,responsabilidades habituales,73,38,386,73
Revisar las salidas de emergencia para detectar obstrucciones,Especialista en Mantenimiento Preventivo,deberes ocasionales,297,248,387,73
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,deberes ocasionales,243,237,388,74
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,deberes ocasionales,57,128,389,74
Inspeccionar los arneses de seguridad en busca de danos,Gerente de Instalaciones,Tareas diarias,277,35,390,74
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento,asignaciones regulares,54,214,391,74
Inspeccionar los arneses de seguridad en busca de danos,Tecnico de Mantenimiento,asignaciones regulares,46,118,392,74
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,obligaciones frecuentes,110,278,393,74
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,65,145,394,74
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,responsabilidades habituales,182,155,395,75
Probar los sistemas de alarma para verificar su respuesta,Especialista en Mantenimiento Preventivo,metas anuales,40,148,396,75
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento,deberes ocasionales,104,19,397,75
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,asignaciones regulares,73,90,398,75
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento,asignaciones regulares,34,48,399,75
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Coordinador de Mantenimiento,responsabilidades habituales,213,166,400,75
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,Tareas diarias,179,278,401,75
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento Preventivo,recados semanales,73,298,402,75
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,obligaciones frecuentes,264,61,403,75
Revisar las salidas de emergencia para detectar obstrucciones,Gerente de Instalaciones,recados semanales,248,100,404,75
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,Tareas diarias,235,134,405,76
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,49,111,406,76
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,94,146,407,76
Inspeccionar las bandas transportadoras en busca de desgaste,Inspector de Mantenimiento,asignaciones regulares,201,280,408,77
Inspeccionar el andamiaje para asegurar su estabilidad,Supervisor de Mantenimiento,recados semanales,289,144,409,77
Probar los sistemas de alarma para verificar su respuesta,Coordinador de Mantenimiento,responsabilidades habituales,190,39,410,77
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,recados semanales,13,292,411,77
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,responsabilidades habituales,188,103,412,77
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,metas anuales,74,73,413,77
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento,deberes ocasionales,120,117,414,78
Probar los sistemas de alarma para verificar su respuesta,Supervisor de Mantenimiento,asignaciones regulares,298,242,415,78
Inspeccionar el andamiaje para asegurar su estabilidad,Planificador de Mantenimiento,recados semanales,250,176,416,78
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,recados semanales,160,299,417,78
Inspeccionar los arneses de seguridad en busca de danos,Especialista en Mantenimiento Preventivo,asignaciones regulares,262,200,418,78
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento,obligaciones frecuentes,208,13,419,78
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,obligaciones frecuentes,225,97,420,78
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,asignaciones regulares,133,270,421,78
Probar la iluminacion de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,asignaciones regulares,85,79,422,79
Probar los botones de parada de emergencia para verificar su funcionalidad,Inspector de Mantenimiento,responsabilidades habituales,170,214,423,80
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento,asignaciones regulares,172,294,424,80
Inspeccionar los arneses de seguridad en busca de danos,Supervisor de Mantenimiento,responsabilidades habituales,277,132,425,80
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,262,212,426,80
Probar los sistemas de alarma para verificar su respuesta,Supervisor de Mantenimiento,deberes ocasionales,239,167,427,80
Inspeccionar las bandas transportadoras en busca de desgaste,Ingeniero de Mantenimiento Preventivo,deberes ocasionales,236,106,428,80
Inspeccionar el andamiaje para asegurar su estabilidad,Especialista en Mantenimiento Preventivo,recados semanales,190,23,429,80
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento Preventivo,obligaciones frecuentes,276,184,430,80
Inspeccionar los arneses de seguridad en busca de danos,Coordinador de Mantenimiento,deberes ocasionales,139,45,431,80
Probar los botones de parada de emergencia para verificar su funcionalidad,Ingeniero de Mantenimiento Preventivo,asignaciones regulares,251,174,432,81
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,responsabilidades habituales,31,85,433,81
Probar los sistemas de alarma para verificar su respuesta,Gerente de Instalaciones,asignaciones regulares,144,27,434,81
Probar la iluminacion de emergencia para verificar su funcionalidad,Gerente de Instalaciones,asignaciones regulares,25,105,435,81
Inspeccionar las bandas transportadoras en busca de desgaste,Inspector de Mantenimiento,asignaciones regulares,203,2,436,81
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,responsabilidades habituales,215,54,437,81
Probar los sistemas de alarma para verificar su respuesta,Tecnico de Mantenimiento Preventivo,Tareas diarias,248,140,438,81
Probar la iluminacion de emergencia para verificar su funcionalidad,Lider de Equipo de Mantenimiento,asignaciones regulares,19,225,439,81
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,obligaciones frecuentes,148,233,440,81
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Inspector de Mantenimiento,deberes ocasionales,148,104,441,82
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,metas anuales,225,62,442,82
Inspeccionar el andamiaje para asegurar su estabilidad,Gerente de Instalaciones,asignaciones regulares,23,148,443,82
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Especialista en Mantenimiento Preventivo,recados semanales,145,62,444,82
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,recados semanales,17,198,445,82
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,metas anuales,251,106,446,82
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,recados semanales,166,95,447,82
Probar los sistemas de alarma para verificar su respuesta,Inspector de Mantenimiento,deberes ocasionales,232,265,448,83
Probar los botones de parada de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,deberes ocasionales,101,234,449,83
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Inspector de Mantenimiento,responsabilidades habituales,69,169,450,83
Inspeccionar los arneses de seguridad en busca de danos,Planificador de Mantenimiento,Tareas diarias,185,254,451,83
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,metas anuales,207,149,452,83
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,Tareas diarias,164,27,453,83
Probar la iluminacion de emergencia para verificar su funcionalidad,Planificador de Mantenimiento,recados semanales,118,177,454,83
Inspeccionar las bandas transportadoras en busca de desgaste,Planificador de Mantenimiento,Tareas diarias,272,98,455,83
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,recados semanales,256,109,456,84
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,metas anuales,102,57,457,85
Revisar las salidas de emergencia para detectar obstrucciones,Lider de Equipo de Mantenimiento,asignaciones regulares,225,47,458,85
Inspeccionar el andamiaje para asegurar su estabilidad,Tecnico de Mantenimiento Preventivo,recados semanales,121,283,459,85
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,metas anuales,66,105,460,86
Probar los sistemas de deteccion de gases para verificar su precision,Tecnico de Mantenimiento,obligaciones frecuentes,263,47,461,86
Probar la iluminacion de emergencia para verificar su funcionalidad,Supervisor de Mantenimiento,responsabilidades habituales,291,43,462,86
Inspeccionar los arneses de seguridad en busca de danos,Gerente de Instalaciones,deberes ocasionales,195,210,463,87
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,recados semanales,65,140,464,87
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Ingeniero de Mantenimiento Preventivo,Tareas diarias,187,203,465,87
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Tecnico de Mantenimiento Preventivo,metas anuales,100,252,466,87
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Ingeniero de Mantenimiento Preventivo,metas anuales,232,25,467,87
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Gerente de Instalaciones,deberes ocasionales,22,128,468,87
Probar los sistemas de deteccion de gases para verificar su precision,Ingeniero de Mantenimiento Preventivo,obligaciones frecuentes,208,99,469,87
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Tecnico de Mantenimiento,obligaciones frecuentes,42,154,470,87
Probar la iluminacion de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,responsabilidades habituales,129,78,471,88
Inspeccionar las bandas transportadoras en busca de desgaste,Tecnico de Mantenimiento Preventivo,deberes ocasionales,139,30,472,88
Probar los sistemas de alarma para verificar su respuesta,Planificador de Mantenimiento,responsabilidades habituales,30,259,473,88
Inspeccionar los extintores de incendios para verificar las fechas de vencimiento,Planificador de Mantenimiento,Tareas diarias,83,30,474,88
Inspeccionar el andamiaje para asegurar su estabilidad,Inspector de Mantenimiento,recados semanales,242,35,475,89
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Especialista en Mantenimiento Preventivo,deberes ocasionales,87,165,476,89
Revisar los sistemas de ventilacion para asegurar un flujo de aire adecuado,Lider de Equipo de Mantenimiento,Tareas diarias,173,52,477,89
Inspeccionar los arneses de seguridad en busca de danos,Inspector de Mantenimiento,asignaciones regulares,67,234,478,89
Probar la iluminacion de emergencia para verificar su funcionalidad,Especialista en Mantenimiento Preventivo,responsabilidades habituales,90,91,479,89
Inspeccionar las bandas transportadoras en busca de desgaste,Inspector de Mantenimiento,obligaciones frecuentes,146,62,480,89
Probar los sistemas de deteccion de gases para verificar su precision,Gerente de Instalaciones,metas anuales,203,211,481,90
Inspeccionar el andamiaje para asegurar su estabilidad,Lider de Equipo de Mantenimiento,Tareas diarias,72,28,482,90
Probar los botones de parada de emergencia para verificar su funcionalidad,Coordinador de Mantenimiento,obligaciones frecuentes,197,89,483,90
